,Unnamed: 0,model_id,label,train length,dev length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl,random ablate kl mean,random ablate kl std,all random ablate kls,random ablate mlm kl mean,random ablate mlm kl std,all random ablate mlm kls
0,0,9e1f24cf-0007-4d9b-a02d-c4eec89874af,tag,16521,1522,15977,16,0.001,0,0,0,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7244021681047257,1.787708620230357,0.9413085511133288,0.1629763612549117,0.8618639293985103,0.1688051574137823,383847.0,2359296,0.1892925430210325,0.0854047163798597,1.6675585813017846,-1,-1,-1,0.4039516101299842,0.0836270213835048,"[0.3877023146211759, 0.3296416594467017, 0.4866263375607473, 0.4714900078174793, 0.4259425321910851, 0.3545285985301147, 0.29202690635083056, 0.5019110344715981, 0.2774858930598709, 0.512160817250239]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1,1,91e15396-64dc-4494-9913-4192f9927a50,tag,16521,1522,15977,16,0.001,0,0,0,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7800416946411133,1.7779056429862976,0.8587883693418841,0.1643733266919868,0.8422106778494085,0.1688051574137823,296268.0,4718592,0.1892925430210325,0.0803059273422562,1.6576266170231837,-1,-1,-1,0.0424296537731163,0.0024491410292352,"[0.04900265287030951, 0.04342407265463173, 0.04333370639078932, 0.041671665403172804, 0.04179329322051516, 0.04134823548102394, 0.03951667751606442, 0.04053522356761497, 0.04198236021743298, 0.04168865040960853]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2,2,d3f725e2-6329-437d-8ec6-e6cff9fb213b,tag,16521,1522,15977,16,0.001,0,0,1,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.718572776163778,1.765992323557536,0.9466724879935132,0.1629763612549117,0.876259623208362,0.1688051574137823,362781.0,2359296,0.1892925430210325,0.1612492033142128,0.3632445666651729,-1,-1,-1,0.0631032594835173,0.0038716084718647,"[0.06188496090637946, 0.06279247957403451, 0.062360837704212975, 0.06523359893156967, 0.06795007184176327, 0.06177229483162544, 0.07121871063251872, 0.05866095091295212, 0.05763904967833811, 0.0615196398217789]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3,3,05aed297-f331-4c07-93b2-2c4680dfe521,tag,16521,1522,15977,16,0.001,0,0,1,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.715685277215896,1.7566447059313457,0.941659921549094,0.1643733266919868,0.8847718595481004,0.1688051574137823,313461.0,4718592,0.1892925430210325,0.1395793499043977,0.6320858354246335,-1,-1,-1,0.0399614797267585,0.0022446503010187,"[0.036020331203443674, 0.03834007073542812, 0.04137044776542085, 0.03746107598639659, 0.04065863838463243, 0.04272670028618447, 0.040090890353162094, 0.04389038474944232, 0.03963907605299454, 0.0394171817504805]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
4,4,2bbc740a-6520-4b60-a043-8dcc2e31d4b2,tag,16521,1522,15977,16,0.001,0,0,2,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.717483658944407,1.7614131569862366,0.940310609368178,0.1629763612549117,0.8845840896288415,0.1688051574137823,369007.0,2359296,0.1892925430210325,0.1733588272785213,0.286357852894459,-1,-1,-1,0.0681775979892397,0.0042169924499197,"[0.06324158784612263, 0.07277944454195547, 0.06790602655453314, 0.07354946391760277, 0.07331178080435388, 0.06805128166826004, 0.07039050557493327, 0.06579905911719745, 0.06655679560528202, 0.060190034262156925]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
5,5,dd3c9508-06dd-466d-a140-aa5de9b1dd66,tag,16521,1522,15977,16,0.001,0,0,2,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7152494653578727,1.7504332264264424,0.9381109519955172,0.1643733266919868,0.8863991988483445,0.1688051574137823,305059.0,4718592,0.1892925430210325,0.1293817718291905,0.6814880565597116,-1,-1,-1,0.0471176658032273,0.0028831199898075,"[0.05131890592945845, 0.042661848001376776, 0.041740928051804495, 0.04754728629681774, 0.04806060013002161, 0.04740399080450327, 0.04757610683307441, 0.05062260332952418, 0.04835898288121415, 0.04588540577447817]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
6,6,f11d8dc9-2b85-4b83-8064-05057062be41,tag,16521,1522,15977,16,0.001,0,0,3,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7372291684150696,1.77890678246816,0.9486683714838148,0.1629763612549117,0.8783250923202103,0.1688051574137823,373164.0,2359296,0.1892925430210325,0.1268323773103888,0.8212180298707378,-1,-1,-1,0.0769415792801944,0.0026693358856914,"[0.07941249558088352, 0.07814318606472076, 0.08266359989319431, 0.07398578359337656, 0.07704651773621733, 0.0747829361885805, 0.07405445300674196, 0.07422432252143582, 0.07681203420333911, 0.07829046401345403]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
7,7,fce1d6d7-557c-45db-83e7-1721aa103403,tag,16521,1522,15977,16,0.001,0,0,3,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7219730865570806,1.750723381837209,0.9336903057094826,0.1643733266919868,0.8808286912436628,0.1688051574137823,330765.0,4718592,0.1892925430210325,0.1453154875717017,0.5360061908087357,-1,-1,-1,0.0869081170183598,0.0237267338127707,"[0.07092485980975392, 0.10555298940781349, 0.0572357469489424, 0.13821884748508703, 0.11356607100399836, 0.08204039165820189, 0.07290500618987512, 0.0888365434946871, 0.06936763182348929, 0.07043308236175012]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
8,8,66317e1e-dc55-46ec-a7ed-c7d1c3691411,tag,16521,1522,15977,16,0.001,0,0,4,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7093052671801658,1.7701680660247805,0.9124929832221044,0.1629763612549117,0.839894848845215,0.1688051574137823,372364.0,2359296,0.1892925430210325,0.1166347992351816,0.8040641556126513,-1,-1,-1,0.0527275233758035,0.0091223140997345,"[0.055824819531996896, 0.06804911295572917, 0.04565743324177671, 0.046013894698056085, 0.03981340212606183, 0.05027703892432481, 0.05345234527490639, 0.042257966624467215, 0.06261068214042084, 0.06331853824029537]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
9,9,eff7daa9-bfa2-4158-9aa8-0f4a4ad678f9,tag,16521,1522,15977,16,0.001,0,0,4,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7394467573012076,1.7539119323094683,0.9160699831890916,0.1643733266919868,0.8831445202478563,0.1688051574137823,448170.0,4718592,0.1892925430210325,0.1408540471637986,0.497358333084369,-1,-1,-1,0.04387540507271,0.0011200487800466,"[0.04431829215463671, 0.04387113864137687, 0.043618279402996035, 0.043807818070576404, 0.044748528737638925, 0.04634577579145754, 0.042121347460190604, 0.04425885192598789, 0.04275432948932441, 0.042909689052914875]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
