,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc IID, ablated acc IID,random ablate acc mean IID,random ablate acc std IID, vanilla acc Gen, ablated acc Gen,random ablate acc mean Gen,random ablate acc std Gen
0,c74eb08d-186b-4f01-84a8-3530b54e2827,reflexive,2000,1000,500,0.001,0,0,0,attn,-1,0.0,gpt2,0.6936779767274857,0.6946530938148499,0.4804804804804805,0.4804804804804805,0.491,0.491,0.585085085085085,0.602,0.0,2359296,0.71,0.71,0.71,0.0,0.9928571428571429,0.9928571428571429,0.9928571428571429,0.0
1,c3d737a7-d351-4c0c-8c67-4cee9007b4e1,reflexive,2000,1000,500,0.001,0,0,0,mlp,-1,0.0,gpt2,0.2178899347782135,0.21672412753105164,1.0,0.4804804804804805,1.0,0.491,0.7312312312312312,0.74,469248.0,4718592,0.71,0.387,0.6908000000000001,0.03556065241246283,0.9928571428571429,0.6285714285714286,0.9942857142857143,0.00832993127835044
2,143b809a-9104-4adc-b820-d087bd1b66f4,reflexive,2000,1000,500,0.001,0,0,1,attn,-1,0.0,gpt2,0.26180312782526016,0.2622186541557312,0.9944944944944945,0.4804804804804805,0.993,0.491,0.534034034034034,0.56,370176.0,2359296,0.71,0.689,0.6552,0.0314540935332748,0.9928571428571429,1.0,0.9942857142857143,0.0028571428571428467
3,b09d0edc-9732-4115-96fd-e9ee5bf6ed86,reflexive,2000,1000,500,0.001,0,0,1,mlp,-1,0.0,gpt2,0.1805262491106987,0.1784408688545227,1.0,0.4804804804804805,1.0,0.491,0.6171171171171171,0.622,388608.0,4718592,0.71,0.369,0.6968,0.03609653723004464,0.9928571428571429,0.9857142857142858,0.9928571428571429,0.00451753951452624
4,e43371ab-efc6-4d3c-9d3d-e4bb3779133f,reflexive,2000,1000,500,0.001,0,0,2,attn,-1,0.0,gpt2,0.34221307933330536,0.335365429520607,0.9964964964964965,0.4804804804804805,0.999,0.491,0.5880880880880881,0.607,450816.0,2359296,0.71,0.66,0.6424,0.029295733477760877,0.9928571428571429,0.9857142857142858,0.9928571428571429,0.00451753951452624
5,50ae75d4-e0b8-4161-8751-172d4b2b1d40,reflexive,2000,1000,500,0.001,0,0,2,mlp,-1,0.0,gpt2,0.6513740718364716,0.652542233467102,0.9384384384384384,0.4804804804804805,0.936,0.491,0.581081081081081,0.614,361728.0,4718592,0.71,0.416,0.7026,0.023026940743398786,0.9928571428571429,1.0,0.9957142857142858,0.0034992710611188135
6,9037d534-261a-4f98-b6b9-9c9ef55a808c,reflexive,2000,1000,500,0.001,0,0,3,attn,-1,0.0,gpt2,0.18446512892842293,0.18521471321582794,1.0,0.4804804804804805,1.0,0.491,0.6751751751751752,0.687,472320.0,2359296,0.71,0.697,0.6208,0.036102077502548235,0.9928571428571429,0.9928571428571429,0.9885714285714287,0.005714285714285733
7,7b1e5ac8-ab9f-4235-8f94-a91693de6c60,reflexive,2000,1000,500,0.001,0,0,3,mlp,-1,0.0,gpt2,0.2715262770652771,0.2693535089492798,0.974974974974975,0.4804804804804805,0.977,0.491,0.8378378378378378,0.842,234240.0,4718592,0.71,0.661,0.6858000000000001,0.020932271735289477,0.9928571428571429,0.9928571428571429,0.99,0.003499271061118814
8,db7ebb35-8d3d-4490-8cd2-1652acfda3dd,reflexive,2000,1000,500,0.001,0,0,4,attn,-1,0.0,gpt2,0.23688256368041039,0.23611150681972504,0.996996996996997,0.4804804804804805,0.996,0.491,0.8343343343343343,0.842,568320.0,2359296,0.71,0.674,0.6208,0.022648620267027325,0.9928571428571429,0.9857142857142858,0.99,0.0034992710611188135
9,15c5f77a-d7c9-4e6e-a71d-05719a5ca444,reflexive,2000,1000,500,0.001,0,0,4,mlp,-1,0.0,gpt2,0.2389351762831211,0.23875023424625397,0.975975975975976,0.4804804804804805,0.979,0.491,0.6541541541541541,0.659,352512.0,4718592,0.71,0.693,0.7018000000000001,0.0339670428503866,0.9928571428571429,0.9857142857142858,0.9942857142857143,0.005345224838248469
