,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,model path,train loss,test loss,train acc,test acc
0,001242c4-b194-4e2c-b044-025c5b51edf9,7500,5108,500,0.1,0,0,0,attn,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2/f6c7629b-046c-4eae-9f70-4ee6bfc6c08c_final,4.551524988810221,5.182821273803711,0.030933333560824394,0.0
1,033373f0-c9d2-4252-93dc-12c528b34140,7500,5108,500,0.1,0,0,0,mlp,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2/f6c7629b-046c-4eae-9f70-4ee6bfc6c08c_final,4.478162097930908,5.367471348155629,0.025466667488217354,0.009397024288773537
