,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,residual_location,target_position,model path,train loss,test loss,train acc,test acc,counterfactual embedding success,counterfactual predicts CF label,counterfactual predicts original label,counterfactual average logit diff,counterfactual dataset size
0,9ab6abee-6d53-461b-80d4-b1c4a874ab17,7500,5108,500,0.1,0,0,0,resid_mid,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_1_layer/model_LR_0.001_Seed_0_final,4.555155785878499,5.14982964775779,0.02759999968111515,0.0,1.0,0.010759115361625823,0.008965929468021518,-0.0007341959414371488,5019
1,962d3e99-5535-4767-8188-def9d81281e5,7500,5108,500,0.1,0,0,0,resid_post,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_1_layer/model_LR_0.001_Seed_0_final,4.473445765177408,5.293098319660533,0.025866666808724403,0.007830853573977947,1.0,0.018728830444311617,0.003984857541342897,-0.04194562191290176,5019
