,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Test, ablated acc Test
0,f5bebf09-0787-4c16-80c9-ab70162a1e06,grokking,4000,8517,500,0.001,0,0,0,attn,2,0.0,../Model/Algorithmic_Train/Grokking/a2_b/model_LR_0.001_Seed_0_9000,3.708167016506195,4.1120468907886085,0.9216332741567335,0.011159015977681968,0.9185159093577551,0.007749207467418105,0.5369008369261983,0.5318774216273335,36224.0,65536,0.2938828225901139,0.007631795233063285
1,18130cee-7866-47f3-8cd0-52756c55ac87,grokking,4000,8517,500,0.001,0,0,0,mlp,2,0.0,../Model/Algorithmic_Train/Grokking/a2_b/model_LR_0.001_Seed_0_9000,3.7511781752109528,4.140065325631036,0.38270352523459295,0.011159015977681968,0.3934483973230011,0.007749207467418105,0.1151407557697185,0.1686039685335212,51712.0,131072,0.2938828225901139,0.04872607725725021
