,model_id,multitask,agreement,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc IID, ablated acc IID, kl IID,random ablate acc mean IID,random ablate acc std IID, random ablate kl mean IID, random ablate kl std IID, vanilla acc Gen, ablated acc Gen, kl Gen,random ablate acc mean Gen,random ablate acc std Gen, random ablate kl mean Gen, random ablate kl std Gen
0,b4525f09-4d82-4ff1-85c1-a4683311945c,False,True,2000,1000,500,0.001,0,0,0,attn,-1,0.0,gpt2-medium,0.628900557756424,0.6275945603847504,0.9269269269269269,0.497997997997998,0.918,0.504,0.5630630630630631,0.554,1215488.0,4194304,0.763,0.736,0.041576476049835796,0.7437999999999999,0.013332666649999178,0.01121488496914292,0.0045952666376558055,1.0,1.0,0.008847794094533524,1.0,0.0,0.007879297292787631,0.0016905188341675252
1,f0bb92fb-bea2-438d-9986-90150b2d9658,False,True,2000,1000,500,0.001,0,0,0,mlp,-1,0.0,gpt2-medium,0.4580795019865036,0.46311965584754944,1.0,0.497997997997998,1.0,0.504,0.4009009009009009,0.406,1026048.0,8388608,0.763,0.502,5.632933252967516,0.7101999999999999,0.0514291745996375,0.13569460053812726,0.10961006214391365,1.0,0.5,5.550236009923791,1.0,0.0,0.08931053491707475,0.09156333886481641
2,9941747e-cd44-4f02-99c7-a66b54e09919,False,True,2000,1000,500,0.001,0,0,1,attn,-1,0.0,gpt2-medium,0.389776274561882,0.38882628083229065,0.995995995995996,0.497997997997998,0.994,0.504,0.534034034034034,0.533,889856.0,4194304,0.763,0.734,0.009503392996396999,0.7489999999999999,0.016087262041752176,0.028239268686204345,0.014371876614002023,1.0,1.0,0.003625941388267205,1.0,0.0,0.020541877802993998,0.007812709887961214
3,9cde83ba-fbc8-40a8-b8fd-a1667c32621a,False,True,2000,1000,500,0.001,0,0,1,mlp,-1,0.0,gpt2-medium,0.21700428426265717,0.21183795481920242,0.9844844844844844,0.497997997997998,0.995,0.504,0.5625625625625625,0.57,1394688.0,8388608,0.763,0.723,0.086662388579626,0.7373999999999999,0.01669251329189228,0.04925428382972287,0.021373238339506665,1.0,1.0,0.05099549873330943,1.0,0.0,0.0203491173081524,0.0025699814855198516
4,94fb7afa-b482-4ef1-a512-5b30c86373e2,False,True,2000,1000,500,0.001,0,0,2,attn,-1,0.0,gpt2-medium,0.32289282232522964,0.3295578360557556,0.9974974974974975,0.497997997997998,0.998,0.504,0.5180180180180181,0.52,974848.0,4194304,0.763,0.708,0.049383108054606224,0.7146,0.008014985963805558,0.07119521717354352,0.022900491024617574,1.0,1.0,0.02455950200871428,1.0,0.0,0.037345247228214695,0.011187899500942022
5,984e121a-e135-4950-8bc5-1d7844f6f0ce,False,True,2000,1000,500,0.001,0,0,2,mlp,-1,0.0,gpt2-medium,0.2716811001300812,0.27906641364097595,0.9974974974974975,0.497997997997998,0.998,0.504,0.549049049049049,0.518,1498112.0,8388608,0.763,0.742,0.03381980101600722,0.7449999999999999,0.02017919720900712,0.02569035487732461,0.007637347842266562,1.0,1.0,0.0173745419216424,1.0,0.0,0.015146716103440361,0.003958616374167172
6,73606792-c36e-43b2-b596-ced02a46a315,False,True,2000,1000,500,0.001,0,0,3,attn,-1,0.0,gpt2-medium,0.2782859280705452,0.280822217464447,1.0,0.497997997997998,1.0,0.504,0.6926926926926927,0.702,1307648.0,4194304,0.763,0.772,0.017890585160986246,0.7318,0.01810414317221339,0.048345550211035024,0.017821925883524554,1.0,1.0,0.007770572198682188,1.0,0.0,0.03143318411402659,0.018222524217095182
7,fdbad7cf-6b84-47c7-9893-0b0d1a07d107,False,True,2000,1000,500,0.001,0,0,3,mlp,-1,0.0,gpt2-medium,0.5641056299209595,0.5655597448348999,1.0,0.497997997997998,1.0,0.504,0.47897897897897895,0.477,1057792.0,8388608,0.763,0.795,0.024718757462487622,0.738,0.026728262195661004,0.02946653742943679,0.03188925364914126,1.0,1.0,0.01360100440923102,1.0,0.0,0.029894286619627276,0.029650830077555927
8,32629629-1eab-48de-970e-1574fd6e2c8d,False,True,2000,1000,500,0.001,0,0,4,attn,-1,0.0,gpt2-medium,0.2089969776570797,0.21142160147428513,1.0,0.497997997997998,1.0,0.504,0.6781781781781782,0.663,1323008.0,4194304,0.763,0.749,0.049496959602005335,0.7618,0.008997777503361603,0.013077599311892674,0.002921588303718994,1.0,1.0,0.009374017060700072,1.0,0.0,0.0020156344357421556,0.0006417201881933742
9,d88edbbe-6f86-462f-90fe-01d0bae7d370,False,True,2000,1000,500,0.001,0,0,4,mlp,-1,0.0,gpt2-medium,0.50297050178051,0.5033959448337555,1.0,0.497997997997998,1.0,0.504,0.5920920920920921,0.586,1484800.0,8388608,0.763,0.736,0.020374531322257236,0.7426,0.02287881115792516,0.03038534921661734,0.011063447666620284,1.0,1.0,0.009880363755417345,1.0,0.0,0.009312989159083476,0.003688004571980202
10,445b9aca-56fc-43f0-93ac-a047d12aec92,False,True,2000,1000,500,0.001,0,0,5,attn,-1,0.0,gpt2-medium,0.1481674313545227,0.14799507707357407,1.0,0.497997997997998,1.0,0.504,0.6571571571571572,0.644,1223680.0,4194304,0.763,0.754,0.02143574952590337,0.7317999999999999,0.007626270385975055,0.02630349856372131,0.005380396551457722,1.0,1.0,0.006755640971731247,1.0,0.0,0.003653752350681625,0.0011143537901959384
11,8213f271-59f7-42b2-8279-ff52115501fe,False,True,2000,1000,500,0.001,0,0,5,mlp,-1,0.0,gpt2-medium,0.5258930027484894,0.526932567358017,1.0,0.497997997997998,1.0,0.504,0.5045045045045045,0.496,1412096.0,8388608,0.763,0.759,0.024856603277377886,0.774,0.020119642143934885,0.01847243123851027,0.0035150533862359796,1.0,1.0,0.005389836110209276,1.0,0.0,0.004563210404826823,0.001027157719340071
12,b922a707-7b7d-4b84-8294-3cfb866ef711,False,True,2000,1000,500,0.001,0,0,6,attn,-1,0.0,gpt2-medium,0.370085708796978,0.37636280059814453,0.9994994994994995,0.497997997997998,1.0,0.504,0.6596596596596597,0.64,1215488.0,4194304,0.763,0.778,0.02547263164389335,0.6930000000000002,0.02748817927764585,0.056334446559589725,0.02270489063343042,1.0,1.0,0.023887269115904594,1.0,0.0,0.006114173704785917,0.003087030734918604
13,e04406a8-d216-4c9c-b89a-adbf056205bd,False,True,2000,1000,500,0.001,0,0,6,mlp,-1,0.0,gpt2-medium,0.5102764815092087,0.5111713111400604,1.0,0.497997997997998,1.0,0.504,0.5725725725725725,0.538,1293312.0,8388608,0.763,0.722,0.014188321104572047,0.7624,0.005535341001239224,0.013771959374192183,0.002604875443062418,1.0,1.0,0.008208740955650736,1.0,0.0,0.00469942990414732,0.0008744299687743535
