step,loss,accuracy
0,7.020787239074707,0.16
10,6.692446231842041,0.17
20,6.773031711578369,0.16
30,6.183493137359619,0.21
40,6.000085830688477,0.16
50,5.263889312744141,0.23
60,5.051123142242432,0.16
70,4.563894748687744,0.27
80,4.4987030029296875,0.23
90,4.154236316680908,0.31
100,4.168537139892578,0.27
110,3.8928842544555664,0.37
120,3.932441473007202,0.31
130,3.686812400817871,0.4
140,3.7265188694000244,0.35
150,3.5003175735473633,0.44
160,3.5528101921081543,0.36
170,3.336989641189575,0.48
180,3.3900487422943115,0.4
190,3.1990365982055664,0.48
200,3.255491256713867,0.4
210,3.103073835372925,0.48
220,3.1546523571014404,0.41
230,3.0150387287139893,0.49
240,3.0681707859039307,0.42
250,2.9271113872528076,0.51
260,3.0050840377807617,0.42
270,2.8450710773468018,0.51
280,2.9347686767578125,0.44
290,2.766908645629883,0.51
300,2.855106830596924,0.44
310,2.7088327407836914,0.5
320,2.773696184158325,0.45
330,2.6249444484710693,0.5
340,2.7013885974884033,0.45
350,2.5386898517608643,0.5
360,2.6381490230560303,0.43
370,2.4447333812713623,0.51
380,2.549384355545044,0.45
390,2.3530471324920654,0.51
400,2.4537575244903564,0.45
410,2.2728264331817627,0.51
420,2.364440441131592,0.45
430,2.1779749393463135,0.52
440,2.263932704925537,0.45
450,2.067628860473633,0.52
460,2.1798717975616455,0.45
470,1.9649930000305176,0.52
480,2.0740833282470703,0.45
490,1.8559656143188477,0.53
500,1.9674054384231567,0.45
510,1.7605581283569336,0.52
520,1.8352994918823242,0.45
530,1.6344091892242432,0.53
540,1.7313203811645508,0.47
550,1.5072026252746582,0.54
560,1.6208670139312744,0.47
570,1.3827486038208008,0.54
580,1.4993549585342407,0.48
590,1.2671171426773071,0.54
600,1.3796275854110718,0.5
610,1.1663235425949097,0.54
620,1.2647393941879272,0.51
630,1.0477080345153809,0.54
640,1.141940951347351,0.51
650,0.9249848127365112,0.54
660,1.047905683517456,0.51
670,0.8018240928649902,0.54
680,0.9294908046722412,0.5
690,0.689699113368988,0.55
700,0.8168423771858215,0.5
710,0.5932781100273132,0.55
720,0.6942827701568604,0.5
730,0.4718092978000641,0.55
740,0.5768345594406128,0.5
750,0.3584071099758148,0.56
760,0.4772058129310608,0.5
770,0.24562980234622955,0.56
780,0.35724467039108276,0.5
790,0.12403012812137604,0.56
800,0.24673646688461304,0.5
810,0.03576265648007393,0.56
820,0.12485082447528839,0.52
830,-0.08335709571838379,0.56
840,0.037659142166376114,0.52
850,-0.19346289336681366,0.57
860,-0.0761684700846672,0.52
870,-0.31443771719932556,0.59
880,-0.18812675774097443,0.52
890,-0.40454018115997314,0.58
900,-0.3039901554584503,0.52
910,-0.5191440582275391,0.59
920,-0.42290177941322327,0.52
930,-0.6368909478187561,0.59
940,-0.5181337594985962,0.52
950,-0.748845636844635,0.59
960,-0.6335746645927429,0.52
970,-0.8582833409309387,0.6
980,-0.7458951473236084,0.52
990,-0.9544442296028137,0.59
1000,-0.8625165224075317,0.52
1010,-1.0640463829040527,0.6
1020,-0.9686926603317261,0.52
1030,-1.180771827697754,0.62
1040,-1.0584208965301514,0.52
1050,-1.2852197885513306,0.62
1060,-1.173042893409729,0.52
1070,-1.398045539855957,0.62
1080,-1.2813572883605957,0.52
1090,-1.4917315244674683,0.62
1100,-1.3934558629989624,0.53
1110,-1.6005710363388062,0.62
1120,-1.5066157579421997,0.53
1130,-1.7100231647491455,0.62
1140,-1.59442937374115,0.53
1150,-1.8249857425689697,0.62
1160,-1.697854995727539,0.54
1170,-1.9381619691848755,0.62
1180,-1.811207890510559,0.54
1190,-2.028385639190674,0.63
1200,-1.9224779605865479,0.55
1210,-2.1338160037994385,0.63
1220,-2.025437831878662,0.55
1230,-2.239694356918335,0.65
1240,-2.110215187072754,0.55
1250,-2.3467912673950195,0.66
1260,-2.2187039852142334,0.55
1270,-2.4510631561279297,0.66
1280,-2.3215243816375732,0.55
1290,-2.5389466285705566,0.66
1300,-2.4265549182891846,0.56
1310,-2.6426944732666016,0.66
1320,-2.532928466796875,0.55
1330,-2.750985860824585,0.67
1340,-2.6215579509735107,0.56
1350,-2.856905937194824,0.67
1360,-2.722630023956299,0.58
1370,-2.9578821659088135,0.67
1380,-2.830521583557129,0.56
1390,-3.03965163230896,0.67
1400,-2.935359001159668,0.58
1410,-3.1500329971313477,0.68
1420,-3.0367209911346436,0.59
1430,-3.2429518699645996,0.67
1440,-3.1160991191864014,0.59
1450,-3.3505289554595947,0.68
1460,-3.2218310832977295,0.58
1470,-3.4505107402801514,0.69
1480,-3.321258544921875,0.58
1490,-3.5320591926574707,0.68
1500,-3.4202003479003906,0.59
1510,-3.633371591567993,0.69
1520,-3.5179569721221924,0.59
1530,-3.7320351600646973,0.69
1540,-3.597304105758667,0.59
1550,-3.828181505203247,0.7
1560,-3.698591709136963,0.59
1570,-3.9196858406066895,0.7
1580,-3.8001255989074707,0.59
1590,-4.0023674964904785,0.7
1600,-3.8998303413391113,0.6
1610,-4.098352432250977,0.71
1620,-4.000585556030273,0.61
1630,-4.195772171020508,0.72
1640,-4.070828437805176,0.61
1650,-4.291048526763916,0.72
1660,-4.166784286499023,0.62
1670,-4.386979579925537,0.73
1680,-4.264955520629883,0.62
1690,-4.460459232330322,0.73
1700,-4.3596954345703125,0.62
1710,-4.5587077140808105,0.73
1720,-4.454392433166504,0.62
