,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Male IID, ablated acc Male IID,random ablate acc mean Male IID,random ablate acc std Male IID, vanilla acc Male Gen, ablated acc Male Gen,random ablate acc mean Male Gen,random ablate acc std Male Gen, vanilla acc Female IID, ablated acc Female IID,random ablate acc mean Female IID,random ablate acc std Female IID, vanilla acc Female Gen, ablated acc Female Gen,random ablate acc mean Female Gen,random ablate acc std Female Gen
0,fd2ea8ed-f0fe-4d10-bc29-4f66d2c4a98a,reflexive,2000,1000,500,0.001,0,0,0,attn,-1,0.0,gpt2,0.5434586107730865,0.5425198972225189,0.9714714714714715,0.4804804804804805,0.973,0.491,0.6246246246246246,0.625,367104.0,2359296,0.546,0.569,0.5138,0.033623801093868005,0.55,0.45,0.4885714285714286,0.047723694538543054,0.509,0.515,0.5054,0.006711184694225013,0.5,0.4785714285714286,0.5,0.0
1,3173b97e-d818-4a87-80f9-8943ed7ccefb,reflexive,2000,1000,500,0.001,0,0,0,mlp,-1,0.0,gpt2,0.2503003180027008,0.24722717702388763,1.0,0.4804804804804805,1.0,0.491,0.5855855855855856,0.605,650496.0,4718592,0.51,0.441,0.496,0.01709970759983926,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.03912303982179759,0.51,0.509,0.5112,0.004118252056394804,0.5,0.5,0.49857142857142855,0.009476070829586838
2,172d950d-7420-4932-afc3-e08282957d48,reflexive,2000,1000,500,0.001,0,0,1,attn,-1,0.0,gpt2,0.6422677934169769,0.6434572041034698,0.8778778778778779,0.4804804804804805,0.868,0.491,0.6211211211211212,0.618,123648.0,2359296,0.451,0.493,0.44159999999999994,0.03615853979352596,0.9785714285714285,1.0,0.9857142857142858,0.006388765649999426,0.508,0.509,0.5062,0.007082372483850316,0.9785714285714285,0.9714285714285714,0.9642857142857142,0.00451753951452624
3,4378f832-88e5-48b7-a076-1b6f02c229f6,reflexive,2000,1000,500,0.001,0,0,1,mlp,-1,0.0,gpt2,0.26747457683086395,0.2621978372335434,0.996996996996997,0.4804804804804805,0.996,0.491,0.6556556556556556,0.67,612864.0,4718592,0.423,0.41,0.4932,0.04054331017566278,0.85,0.8714285714285714,0.945714285714286,0.0405573416187954,0.496,0.486,0.5058,0.007304792947099876,0.5857142857142857,0.7142857142857143,0.68,0.09372125409632415
4,85267de5-a93a-4e05-a544-2eb517b221f2,reflexive,2000,1000,500,0.001,0,0,2,attn,-1,0.0,gpt2,0.6936779618263245,0.6946530938148499,0.4804804804804805,0.4804804804804805,0.491,0.491,0.541041041041041,0.555,0.0,2359296,0.507,0.507,0.507,0.0,0.9571428571428572,0.9571428571428572,0.9571428571428571,1.1102230246251565e-16,0.512,0.512,0.512,0.0,0.5928571428571429,0.5928571428571429,0.5928571428571429,0.0
5,f48beb41-2aa0-41c0-821c-d8f76913be00,reflexive,2000,1000,500,0.001,0,0,2,mlp,-1,0.0,gpt2,0.26986193656921387,0.26671725511550903,0.9994994994994995,0.4804804804804805,0.999,0.491,0.6096096096096096,0.62,591360.0,4718592,0.495,0.403,0.47380000000000005,0.04539339158952547,0.5357142857142857,0.6,0.7914285714285715,0.07275903758998198,0.508,0.489,0.5054000000000001,0.005314132102234574,0.5,0.5,0.5114285714285713,0.009689042833036109
6,3e51dcc2-b111-4659-a21b-5f7534ac5600,reflexive,2000,1000,500,0.001,0,0,3,attn,-1,0.0,gpt2,0.6925324201583862,0.6932089030742645,0.6336336336336337,0.4804804804804805,0.65,0.491,0.5420420420420421,0.557,6144.0,2359296,0.312,0.29,0.3024,0.02813254343282881,0.9785714285714285,0.9714285714285714,0.9714285714285713,0.00451753951452624,0.384,0.407,0.38980000000000004,0.008541662601625057,0.9571428571428572,0.9714285714285714,0.9614285714285714,0.005714285714285694
7,c53814da-4457-4b28-9e96-0b99658308bb,reflexive,2000,1000,500,0.001,0,0,3,mlp,-1,0.0,gpt2,0.27547769993543625,0.27244000136852264,1.0,0.4804804804804805,1.0,0.491,0.6516516516516516,0.656,578304.0,4718592,0.303,0.422,0.3602,0.04723303928395884,0.9357142857142857,0.95,0.9285714285714285,0.020203050891044228,0.495,0.515,0.5014000000000001,0.013879481258317991,0.5357142857142857,0.7142857142857143,0.5942857142857143,0.05756983337031394
8,5ee44c72-1d62-4f54-9f41-bdd0d660a466,reflexive,2000,1000,500,0.001,0,0,4,attn,-1,0.0,gpt2,0.6854800134897232,0.6868149042129517,0.8193193193193193,0.4804804804804805,0.8,0.491,0.6186186186186187,0.628,16896.0,2359296,0.603,0.608,0.6020000000000001,0.013957077057894333,0.9142857142857143,0.95,0.9099999999999999,0.010690449676496938,0.512,0.522,0.5122,0.0029933259094191557,0.9142857142857143,0.9142857142857143,0.9214285714285714,0.017496355305594114
9,1b25f9ef-016d-4aa9-be47-3f38e0d5c7de,reflexive,2000,1000,500,0.001,0,0,4,mlp,-1,0.0,gpt2,0.29988593608140945,0.2980026751756668,0.9794794794794794,0.4804804804804805,0.983,0.491,0.8418418418418419,0.841,595968.0,4718592,0.223,0.31,0.3246,0.08316633934471325,0.8857142857142857,0.9214285714285714,0.9485714285714286,0.02138089935299398,0.432,0.456,0.39540000000000003,0.05472330399381968,0.6857142857142857,0.8357142857142857,0.7671428571428571,0.07320644557325118
10,84f64af4-f066-4282-b444-6d69d3774c7c,reflexive,2000,1000,500,0.001,0,0,5,attn,-1,0.0,gpt2,0.6523692160844803,0.6524185538291931,0.8113113113113113,0.4804804804804805,0.804,0.491,0.6346346346346347,0.631,74496.0,2359296,0.477,0.455,0.4842000000000001,0.03524429031772381,0.9214285714285714,0.9142857142857143,0.9257142857142856,0.008571428571428593,0.516,0.506,0.5112,0.001326649916142161,0.5857142857142857,0.5571428571428572,0.5714285714285714,0.030304576336566327
11,c64dd800-1cf3-4a67-a71b-59a87d02b738,reflexive,2000,1000,500,0.001,0,0,5,mlp,-1,0.0,gpt2,0.2959657236933708,0.2941835969686508,1.0,0.4804804804804805,1.0,0.491,0.6046046046046046,0.619,529152.0,4718592,0.519,0.588,0.5584,0.024270146270675814,0.7,0.8428571428571429,0.8071428571428572,0.06639400022069859,0.587,0.634,0.6209999999999999,0.05992328428916424,0.8571428571428571,0.7928571428571428,0.8185714285714287,0.041796396680936536
