,model_id,multitask,agreement,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Test, ablated acc Test, kl Test
0,c316e0d7-231d-40d4-bb3e-b47e2daa0537,False,False,3000,9577,500,0.001,0,0,0,attn,2,0.0,../Model/Algorithmic_Train/Two_Nodes/amod29_bmod31/b2793434-2414-488c-bf83-33afed4b7df0_9999,3.033713698387146,3.0793357253074647,1.0,0.038034331874789634,1.0,0.03456197138978803,0.5496465836418715,0.5485016184608958,27392.0,65536,0.9990602485120601,0.01910828025477707,8.00379115380845
1,4c499664-96e2-4618-b23f-9622e5ed2979,False,False,3000,9577,500,0.001,0,0,0,mlp,2,0.0,../Model/Algorithmic_Train/Two_Nodes/amod29_bmod31/b2793434-2414-488c-bf83-33afed4b7df0_9999,2.9737459818522134,3.019970643520355,0.41568495456075394,0.038034331874789634,0.39626187741463925,0.03456197138978803,0.10636149444631438,0.09752532108175838,36608.0,131072,0.9990602485120601,0.9907069019525948,0.06632675708601161
