,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,residual_location,target_position,model path,train loss,test loss,train acc,test acc,counterfactual embedding success,counterfactual predicts CF label,counterfactual predicts original label,counterfactual average logit diff,counterfactual dataset size
0,67dad581-143e-4899-aaf6-edc6f7c15f67,7500,5108,500,0.1,0,0,0,resid_mid,2,../Model/Algorithmic_Train/Disambiguation/model_LR_0.001_Seed_0_final,0.0009995127756459018,0.001103576272726059,1.0,1.0,1.0,0.007750397456279809,0.007154213036565978,-0.009355810891126607,5032
1,1d720ed4-2b73-4c41-a2c5-984b0c1886c3,7500,5108,500,0.1,0,0,0,resid_post,2,../Model/Algorithmic_Train/Disambiguation/model_LR_0.001_Seed_0_final,0.9101442217826843,1.5835078954696655,0.8356000185012817,0.6579874753952026,1.0,0.011526232114467409,0.006756756756756757,-0.006806822611432327,5032
