,model_id,data_seed,model_seed,target_layer,residual_location,target_position,model path,Train Pre Erasure Probe Acc,Train Post Erasure Probe Acc,Test Pre Erasure Probe Acc,Test Post Erasure Probe Acc,train acc,test acc
0,259f2ebd-8aba-4d4a-b90f-d3b714767666,0,0,0,resid_mid,2,../Model/Algorithmic_Train/Disambiguation/model_LR_0.001_Seed_0_final,0.9985641,0.019188095,0.9980423,0.02055599,0.018796502,0.018402506
1,3b719ce7-7ae0-4150-bad3-e5227925c871,0,0,0,resid_post,2,../Model/Algorithmic_Train/Disambiguation/model_LR_0.001_Seed_0_final,0.11108211,0.03537397,0.12881754,0.03915427,0.9988252,0.99980426
