,model_id,label,train length,dev length,test length,batch_size,lr,seed,target_layer,operation,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl,random ablate acc,random ablate kl,random ablate mlm acc,random ablate mlm kl
0,a873b0a6-e3e6-4503-ad14-b3028cadc269,dep,16521,1522,15977,16,0.001,0,0,attn,0.0,roberta,roberta-base,2.848902702331543,2.891185998916626,0.37959209131166965,0.11632258466911995,0.36421105338924703,0.11698065969831634,169663.0,2359296,0.9303838646714379,0.9303838646714379,0.0023474165892244238,0.46275395033860045,0.4597441685477803,0.014232867996525818,0.929733246584255,0.0006634819872129561,0.4582392776523702,0.0041275576956743935
1,c318f4fd-2dc8-47b4-9bdc-418dbed0c431,dep,16521,1522,15977,16,0.001,0,0,mlp,0.0,roberta,roberta-base,2.6991940390679146,2.759319027264913,0.6104850258389889,0.11649336903057095,0.592601865181198,0.11698065969831634,315660.0,4718592,0.9759271307742355,0.9472999349381913,0.09219985793144111,0.43340857787810383,0.40255831452219715,0.24494978859516084,0.970722186076773,0.024680805888824365,0.4454477050413845,0.05946997648975381
2,958b9e61-e8fb-4e31-89f7-631907c82d92,dep,16521,1522,15977,16,0.001,0,1,attn,0.0,roberta,roberta-base,2.73083282286121,2.792604446411133,0.5149379404977235,0.11632258466911995,0.503223383613945,0.11698065969831634,195523.0,2359296,0.9290826284970722,0.9316851008458035,0.01828966407552507,0.45372460496614,0.4439428141459744,0.06102758426250059,0.929733246584255,0.011329835781278592,0.44996237772761477,0.012374981262344808
3,eac2ed6b-ac27-4265-81b5-e1a16d08974e,dep,16521,1522,15977,16,0.001,0,1,mlp,0.0,roberta,roberta-base,2.680254478608408,2.7412075201670327,0.6568084179067306,0.11649336903057095,0.6405457845653126,0.11698065969831634,317565.0,4718592,0.9290826284970722,0.911515940143136,0.11376156927938964,0.40481565086531224,0.35214446952595935,0.3661895820841563,0.9303838646714379,0.014469754796719969,0.418359668924003,0.0748456692318884
4,13b1902a-98f2-429f-8429-715c784b9784,dep,16521,1522,15977,16,0.001,0,2,attn,0.0,roberta,roberta-base,2.7610777770319292,2.8193430503209433,0.48718268571072165,0.11632258466911995,0.46961256806659574,0.11698065969831634,167079.0,2359296,0.9284320104098894,0.9232270657124269,0.026579053353859995,0.44243792325056436,0.4221218961625282,0.11369104435607129,0.929733246584255,0.005963990032168744,0.4492099322799097,0.03126304287763356
5,cccebcce-eeec-4abe-85f4-3243ebc9abd9,dep,16521,1522,15977,16,0.001,0,2,mlp,0.0,roberta,roberta-base,2.6738064827457553,2.730448762575785,0.6672685386962206,0.11649336903057095,0.6475558615509796,0.11698065969831634,324848.0,4718592,0.9141184124918673,0.907612231620039,0.09132618553543835,0.3619262603461249,0.3047404063205418,0.4052507502410177,0.9199739752765127,0.025962467230832183,0.3732129420617005,0.1106966706125964
6,32f3ecb6-e6cc-47d0-a761-312bff62615e,dep,16521,1522,15977,16,0.001,0,3,attn,0.0,roberta,roberta-base,2.749294231014867,2.807539145151774,0.5246055011538702,0.11632258466911995,0.5007197846904926,0.11698065969831634,198268.0,2359296,0.9277813923227066,0.929733246584255,0.017114278164170514,0.44168547780285927,0.42061700526711815,0.12459536079538774,0.9303838646714379,0.006361324754564811,0.44168547780285927,0.04175719755587495
7,ee6ebc61-7591-4585-a5d1-edb382b963a5,dep,16521,1522,15977,16,0.001,0,3,mlp,0.0,roberta,roberta-base,2.6750861829327,2.72470223903656,0.6680156901811842,0.11649336903057095,0.6493709707704826,0.11698065969831634,334087.0,4718592,0.9193233571893299,0.9102147039687704,0.07250779995145779,0.38826185101580135,0.35665914221218964,0.22585363797086624,0.9180221210149642,0.024624245618176135,0.4018058690744921,0.10854897021888521
8,9dec1585-ec7e-4dce-990e-2bd2a99878fe,dep,16521,1522,15977,16,0.001,0,4,attn,0.0,roberta,roberta-base,2.7735741869095834,2.8447576761245728,0.46348156926339423,0.11632258466911995,0.4414470801777555,0.11698065969831634,185369.0,2359296,0.9238776837996097,0.9154196486662329,0.044633059976313436,0.4394281414597442,0.4078254326561324,0.15608628662660481,0.9245283018867925,0.007169088761994183,0.4454477050413845,0.042301642975473515
9,962b230b-34b4-4a18-8463-b3f75ea0c38c,dep,16521,1522,15977,16,0.001,0,4,mlp,0.0,roberta,roberta-base,2.6765173404447493,2.7235122124354043,0.6631592055289209,0.11649336903057095,0.6439882330850598,0.11698065969831634,334227.0,4718592,0.9128171763175016,0.9017566688353936,0.06777789302669568,0.38449962377727614,0.34236267870579384,0.25020526458303943,0.9134677944046844,0.01916866017070465,0.3980436418359669,0.08955152524513262
10,4ba88fe7-fe7a-4b93-a685-5c019d2327ba,dep,16521,1522,15977,16,0.001,0,5,attn,0.0,roberta,roberta-base,2.7235811333502493,2.7899434169133506,0.5010914987837585,0.11632258466911995,0.48275646241472114,0.11698065969831634,214476.0,2359296,0.9206245933636955,0.903708523096942,0.07443929757867142,0.43416102332580886,0.40933032355154253,0.23304425907637322,0.9212752114508783,0.007192437340085508,0.4401805869074492,0.03575390025670588
11,f5ee339e-7dea-46a3-ae75-e5c0dc015126,dep,16521,1522,15977,16,0.001,0,5,mlp,0.0,roberta,roberta-base,2.6811416264503234,2.7281808058420816,0.6572442562729593,0.11649336903057095,0.6415472241346937,0.11698065969831634,330582.0,4718592,0.8959011060507482,0.8197787898503578,0.2746886015713952,0.3905191873589165,0.3363431151241535,0.23842952088183078,0.9030579050097592,0.033137031709054264,0.39954853273137697,0.09973493566003575
12,f92d1b6e-b935-4924-8cf7-814065db50b0,dep,16521,1522,15977,16,0.001,0,6,attn,0.0,roberta,roberta-base,2.8049108674449306,2.878090500831604,0.4006736106779767,0.11632258466911995,0.3903736621393253,0.11698065969831634,189055.0,2359296,0.9141184124918673,0.8978529603122967,0.09337001942006039,0.42663656884875845,0.3867569601203913,0.18450820957295783,0.9167208848405985,0.010319356105509096,0.43340857787810383,0.045479693387665186
13,a8e48cde-c241-4d5d-82e5-f5ee23b98e94,dep,16521,1522,15977,16,0.001,0,6,mlp,0.0,roberta,roberta-base,2.686388792530183,2.7353098392486572,0.6586762966191395,0.11649336903057095,0.6387306753458096,0.11698065969831634,330314.0,4718592,0.8822381262199089,0.7970071567989591,0.23644070448469015,0.37697516930022573,0.3310759969902182,0.2418965611626458,0.8959011060507482,0.0684099464193132,0.40632054176072235,0.12315822167895268
14,a25b50df-537f-44a6-8f5f-4766241d2397,dep,16521,1522,15977,16,0.001,0,7,attn,0.0,roberta,roberta-base,2.740245492227616,2.7999226252237954,0.504334809455498,0.11632258466911995,0.48507229141891467,0.11698065969831634,222458.0,2359296,0.9128171763175016,0.8815875081327261,0.17781324020514802,0.4401805869074492,0.3784800601956358,0.32539724747519283,0.9154196486662329,0.0160764323168167,0.4469525959367946,0.07883854644293171
15,579f9698-68b9-473d-8483-f08eeddde787,dep,16521,1522,15977,16,0.001,0,7,mlp,0.0,roberta,roberta-base,2.685106811984893,2.734285275141398,0.6533839736006475,0.11649336903057095,0.6359141265569256,0.11698065969831634,326127.0,4718592,0.8458035133376708,0.7826935588809368,0.18132893668418593,0.3416102332580888,0.2942061700526712,0.26486157832780755,0.867273910214704,0.11944212755291354,0.35590669676448455,0.17429737007824256
16,13be1ea1-877e-4445-bcd8-47d19580d48f,dep,16521,1522,15977,16,0.001,0,8,attn,0.0,roberta,roberta-base,2.7309434875365226,2.797526240348816,0.5652092559096863,0.11632258466911995,0.5345183701571008,0.11698065969831634,222343.0,2359296,0.9089134677944047,0.8497072218607677,0.2533251651324618,0.43717080511662904,0.3709556057185854,0.3728088195203748,0.9154196486662329,0.018515194090605556,0.4454477050413845,0.05729785514469879
17,a9215ec0-90f7-4a98-91dc-8cc1d2e8cb5e,dep,16521,1522,15977,16,0.001,0,8,mlp,0.0,roberta,roberta-base,2.6796207543342345,2.728657881418864,0.6638440943901376,0.11649336903057095,0.6523126995055392,0.11698065969831634,331942.0,4718592,0.845152895250488,0.7592713077423552,0.2367193536007645,0.3491346877351392,0.2949586155003762,0.22124915772402887,0.8562134027325959,0.07929195485955799,0.3491346877351392,0.10387700226541925
18,2c982cd9-ef51-41b8-bbcd-a96793142900,dep,16521,1522,15977,16,0.001,0,9,attn,0.0,roberta,roberta-base,2.7099462747573853,2.7704838514328003,0.56826545250421,0.11632258466911995,0.5459723352318958,0.11698065969831634,252769.0,2359296,0.9134677944046844,0.8750813272608978,0.19784678928869145,0.43416102332580886,0.3905191873589165,0.29676943994985655,0.9173715029277814,0.0193681599028171,0.43792325056433407,0.07435389763435266
19,45de3bdd-0375-402b-beef-efd1f6f86f17,dep,16521,1522,15977,16,0.001,0,9,mlp,0.0,roberta,roberta-base,2.6758942680974163,2.728383461634318,0.6637818317663906,0.11649336903057095,0.6434875133003692,0.11698065969831634,336091.0,4718592,0.8204294079375407,0.690305790500976,0.24172455409787735,0.3551542513167795,0.31677953348382243,0.1381887603828654,0.8763825634352636,0.16227325062202647,0.3656884875846501,0.1213039745505902
20,1a265bd5-bf08-460a-b669-3130f18c1b5b,dep,16521,1522,15977,16,0.001,0,10,attn,0.0,roberta,roberta-base,2.7026553692356234,2.7687551180521646,0.5532339549678787,0.11632258466911995,0.524316204544032,0.11698065969831634,245439.0,2359296,0.9147690305790501,0.8445022771633052,0.23539977114000488,0.43340857787810383,0.3890142964635064,0.25263957532390424,0.9180221210149642,0.01591218937195658,0.44469525959367945,0.05256383018981612
21,425cb35a-949c-48e6-a69e-e7a4f623447d,dep,16521,1522,15977,16,0.001,0,10,mlp,0.0,roberta,roberta-base,2.6810324615047825,2.7327095667521157,0.6517651453832265,0.11649336903057095,0.6377292357764286,0.11698065969831634,327821.0,4718592,0.867273910214704,0.8087182823682498,0.20445180978570265,0.3792325056433409,0.36418359668924005,0.11493690324242264,0.8815875081327261,0.06855397668067868,0.3980436418359669,0.10556951082228179
22,6cccb9d4-45c0-4ff0-b64a-846d6527ff9b,dep,16521,1522,15977,16,0.001,0,11,attn,0.0,roberta,roberta-base,2.7195980010494107,2.7903894186019897,0.5433792802345163,0.11632258466911995,0.521687425674407,0.11698065969831634,247077.0,2359296,0.911515940143136,0.8789850357839948,0.11446315589165176,0.42437923250564336,0.4033107599699022,0.1098006157340458,0.9141184124918673,0.014134612421595437,0.43115124153498874,0.032117512102320826
23,61055e8a-ad1a-42de-b9a1-32a99972c4e7,dep,16521,1522,15977,16,0.001,0,11,mlp,0.0,roberta,roberta-base,2.6952565793068177,2.7439653873443604,0.6365730651889671,0.11649336903057095,0.6172623145772047,0.11698065969831634,337727.0,4718592,0.911515940143136,0.9017566688353936,0.059350901636584054,0.40632054176072235,0.38826185101580135,0.08833419765360469,0.9141184124918673,0.02575907958507848,0.4033107599699022,0.06488094516406838
