,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Test, ablated acc Test
0,7f1f7fc9-523d-4eaf-9ab2-9a62cdc37969,grokking,4000,8517,500,0.001,0,0,0,attn,2,0.0,../Model/Algorithmic_Train/Grokking/model_LR_0.001_Seed_0_3000,3.8620746731758118,4.264634728431702,0.6664975906670049,0.011159015977681968,0.655982153340378,0.007749207467418105,0.386000507227999,0.3759539744041329,42880.0,65536,0.10614065985675708,0.008571093107901844
1,0c9cbc5a-158a-4bd4-9fa2-a14ee3ac902a,grokking,4000,8517,500,0.001,0,0,0,mlp,2,0.0,../Model/Algorithmic_Train/Grokking/model_LR_0.001_Seed_0_3000,3.7976450622081757,4.204182452625698,0.2236875475526249,0.011159015977681968,0.22038276388399672,0.007749207467418105,0.07633781384732437,0.09839145238933897,36736.0,131072,0.10614065985675708,0.02500880591757661
