,model_id,data_seed,target_layer,target_position,residual_location,model path,counterfactual accuracy,original model accuracy,logit diff,% Samples with Diff Counterfactual label
0,919d0415-1bef-46cb-b69b-aa8daad2cf60,0,0,0,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,0.9867623620944542,0.9835552075176194
1,1ad2a3ab-141d-4fb7-867e-a68ac455319a,0,0,0,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,0.9867623620944542,0.9835552075176194
2,d956495e-a146-4b33-b6d8-43d7b06532d5,0,0,1,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,0.985673596638687,0.9835552075176194
3,98799d04-3c0d-44b9-96f7-18be4cfd4dbe,0,0,1,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,0.985673596638687,0.9835552075176194
4,50905b9b-32fa-4a16-87e1-1971916d9413,0,0,2,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.017032106499608457,1.0,-0.007822028790791276,0.9835552075176194
5,2097d327-f90e-4611-a9e4-cb20badf3fb8,0,0,2,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.017032106499608457,1.0,-0.007822028790791276,0.9835552075176194
6,1eb51ea8-c7cb-43be-b846-157d3590bb55,0,1,0,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,1.0,0.9835552075176194
7,c540a356-063e-476a-9990-4d4c186fbecf,0,1,0,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,1.0,0.9835552075176194
8,73dfe420-1bf8-44cc-882e-70855a55a87b,0,1,1,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,1.0,0.9835552075176194
9,296d89d7-65b8-49d8-b208-0a7312779427,0,1,1,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,1.0,0.9835552075176194
10,75089f08-7572-48eb-94c2-2d8d40b57e21,0,1,2,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.017227877838684416,1.0,-0.008921032662522406,0.9835552075176194
11,79a318e8-530b-4376-8ef2-c9a61d6fd2f1,0,1,2,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.017227877838684416,1.0,-0.008921032662522406,0.9835552075176194
