,model_id,data_seed,model_seed,target_layer,residual_location,target_position,model path,Train Pre Erasure Probe Acc,Train Post Erasure Probe Acc,Test Pre Erasure Probe Acc,Test Post Erasure Probe Acc,train acc,test acc
0,8b6a62c9-9c77-474b-b370-ed43e61bde49,0,0,0,resid_mid,2,../Model/Algorithmic_Train/Disambiguation/model_LR_0.001_Seed_0_final,0.99947786,0.019188095,0.99784654,0.019968677,0.017099595,0.018598277
1,85c0eb2d-7b0c-45bc-9594-fef979575de6,0,0,0,resid_post,2,../Model/Algorithmic_Train/Disambiguation/model_LR_0.001_Seed_0_final,0.11199582,0.035765566,0.12118246,0.03523884,0.99986947,1.0
