,model_id,label,train length,dev length,test length,batch_size,lr,seed,target_layer,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl,random ablate acc,random ablate kl,random ablate mlm acc,random ablate mlm kl
0,9dfdec0a-c1fa-48bc-bf2a-9245f8c992bf,tag,16521,1522,15977,16,0.001,0,0,0.0,ernie,nghuyong/ernie-2.0-base-en,1.892392352704079,1.8877581357955933,0.6263619948944649,0.1643733266919868,0.6127558365149903,0.16880515741378233,388307.0,4718592,0.0,0.0,0.010191267439462606,0.0,0.0,0.008128178390589628,0.0,0.0036769647814309326,0.0,0.0037304454229094767
1,853b20c9-a030-491f-a552-2a1d4de3fe28,tag,16521,1522,15977,16,0.001,0,1,0.0,ernie,nghuyong/ernie-2.0-base-en,1.8921022838161838,1.895084540049235,0.6238092273208393,0.1643733266919868,0.6120047568379545,0.16880515741378233,410064.0,4718592,0.0,0.0,0.021348364376327367,0.0,0.0,0.01887886090712114,0.0,0.004113902243209888,0.0,0.0040555596351623535
2,bd9bb9b9-56f8-4bde-ae89-70f018a8fbb0,tag,16521,1522,15977,16,0.001,0,2,0.0,ernie,nghuyong/ernie-2.0-base-en,1.893733762925671,1.9018888870875041,0.627918560488139,0.1643733266919868,0.6090004381298116,0.16880515741378233,433942.0,4718592,0.0,0.0,0.03348795079104723,0.0,0.0,0.028925044970078903,0.0,0.005228381480985475,0.0,0.004858369515700774
3,fb1f511c-f881-4aba-b268-ed27efd19683,tag,16521,1522,15977,16,0.001,0,3,0.0,ernie,nghuyong/ernie-2.0-base-en,1.89374339965082,1.9031972487767537,0.6269846211319345,0.1643733266919868,0.60868748826438,0.16880515741378233,443718.0,4718592,0.0,0.0,0.03683185021854141,0.0,0.0,0.0359312350099737,0.0,0.004852668984422406,0.0,0.0046681294387037105
4,c0fa6868-2208-4ce4-9696-3482693a58c7,tag,16521,1522,15977,16,0.001,0,4,0.0,ernie,nghuyong/ernie-2.0-base-en,1.8981748088713615,1.907276193300883,0.6236847020733454,0.1643733266919868,0.6046191400137698,0.16880515741378233,455755.0,4718592,0.0,0.0,0.02921196403626871,0.0,0.0,0.026513988321477718,0.0,0.00462196282198514,0.0,0.004332577640360052
5,98a5201b-231c-446f-95d9-b6db62ca41bb,tag,16521,1522,15977,16,0.001,0,5,0.0,ernie,nghuyong/ernie-2.0-base-en,1.9018596545342477,1.9115858276685078,0.6180188033123716,0.1643733266919868,0.5914752456656444,0.16880515741378233,481272.0,4718592,0.0,0.0,0.040091448540054864,0.0,0.0,0.036200236190449105,0.0,0.005342937210231152,0.0,0.004605051130056381
6,9e3a1ee5-83d0-4091-96fb-0e84d89bc276,tag,16521,1522,15977,16,0.001,0,6,0.0,ernie,nghuyong/ernie-2.0-base-en,1.900003190963499,1.9115846753120422,0.619015005292323,0.1643733266919868,0.5924766852350254,0.16880515741378233,495321.0,4718592,0.0,0.0,0.0411211921173392,0.0,0.0,0.03861118988557295,0.0,0.004969507359378161,0.0,0.004627006975087253
7,1d013a57-3b25-4cd3-9144-abd87ea9fb09,tag,16521,1522,15977,16,0.001,0,7,0.0,ernie,nghuyong/ernie-2.0-base-en,1.8997394346421765,1.9161757628122966,0.6234979142021044,0.1643733266919868,0.5946047443199599,0.16880515741378233,502856.0,4718592,0.0,0.0,0.03645922219483212,0.0,0.0,0.031598429788242684,0.0,0.005099245954099983,0.0,0.0051802816716107454
8,d9e54209-c2b1-4f37-ac62-536f58ab0675,tag,16521,1522,15977,16,0.001,0,8,0.0,ernie,nghuyong/ernie-2.0-base-en,1.90140006426842,1.9170218110084534,0.6214432476184546,0.1643733266919868,0.5947299242661326,0.16880515741378233,527720.0,4718592,0.0,0.0,0.05047447426805218,0.0,0.0,0.04789843342520974,0.0,0.0054887345693643815,0.0,0.00525676662271673
9,e3b33e83-6d1a-4f17-a8ad-dbc7a0fa2110,tag,16521,1522,15977,16,0.001,0,9,0.0,ernie,nghuyong/ernie-2.0-base-en,1.9008960570058515,1.920098066329956,0.6249299545482847,0.1643733266919868,0.600237841897728,0.16880515741378233,537429.0,4718592,0.0,0.0,0.049543856031300564,0.0,0.0,0.04818829623135654,0.0,0.0056416347960438155,0.0,0.005488462407480587
10,f1dcbaf0-bb43-4494-9a67-2919c861c0c0,tag,16521,1522,15977,16,0.001,0,10,0.0,ernie,nghuyong/ernie-2.0-base-en,1.9079804016697792,1.9280096888542175,0.6108586015814707,0.1643733266919868,0.5927270451273706,0.16880515741378233,551367.0,4718592,0.0,0.0,0.059881512786964,0.0,0.0,0.05663145130330866,0.0,0.006087079711716538,0.0,0.005900750783356753
11,19a06f29-2097-4e52-a3dc-0917cba77e3a,tag,16521,1522,15977,16,0.001,0,11,0.0,ernie,nghuyong/ernie-2.0-base-en,1.9134644712171247,1.9332391023635864,0.6134736317788432,0.1643733266919868,0.5925392752081117,0.16880515741378233,563955.0,4718592,0.0,0.0,0.054013436820514765,0.0,0.0,0.054338829083876175,0.0,0.006578631848579086,0.0,0.006693236529827118
