,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,residual_location,target_position,model path,train loss,test loss,train acc,test acc,counterfactual embedding success,counterfactual predicts CF label,counterfactual predicts original label,counterfactual average logit diff,counterfactual dataset size
0,39f99908-dc99-4619-9f6c-1109e2297ae9,7500,5108,500,0.1,0,0,0,resid_mid,0,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,3.8775596618652344,4.878071048042991,0.029733333736658096,0.0,1.0,0.0,0.9998010741993236,0.9901148735987484,5027
1,61de236b-8a8e-4706-8b05-6c5e7ab0e258,7500,5108,500,0.1,0,0,0,resid_post,0,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,3.877159325281779,4.877765742215243,0.029733333736658096,0.0,1.0,0.0,0.9996021483986473,0.9899512675908791,5027
2,45fafd3e-7fb8-443c-a53f-0e2962b85cf0,7500,5108,500,0.1,0,0,0,resid_mid,1,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.0003638735390268266,0.000366513503567231,1.0,1.0,1.0,0.0,0.999403222597971,0.9793205435612985,5027
3,a331407e-8466-4fe6-938a-add98aaf3aae,7500,5108,500,0.1,0,0,0,resid_post,1,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.00036831728648394345,0.000371085278774527,1.0,1.0,1.0,0.0,0.999403222597971,0.9794755942165381,5027
4,9ee13199-b8eb-48a8-afd0-beda5b4c339f,7500,5108,500,0.1,0,0,0,resid_mid,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.265434851249059,0.30107429081743414,0.9929333329200745,0.984142541885376,1.0,0.011537696439228168,0.007559180425701213,-0.012249067194187483,5027
5,b8e3e7ab-7542-428a-886e-7f1df84b7f1c,7500,5108,500,0.1,0,0,0,resid_post,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,1.0478773355484008,1.1213037859309802,0.9421333074569702,0.9083790183067322,1.0,0.013328028645315298,0.00696240302367217,-0.012437797278511634,5027
6,9cad91d3-6c62-46be-bc57-006ca88d6a8e,7500,5108,500,0.1,0,0,1,resid_mid,0,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,3.87752849260966,4.878012527119029,0.029600000008940697,0.0,1.0,0.0,1.0,1.0,5027
7,080e4eb9-1739-472c-8a6d-2d33fabb447b,7500,5108,500,0.1,0,0,1,resid_post,0,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,3.878787390391032,4.880172339352694,0.029600000008940697,0.0,1.0,0.0,1.0,1.0,5027
8,d0619470-85b3-4731-a225-818cf10a2ed4,7500,5108,500,0.1,0,0,1,resid_mid,1,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.0003674171748571098,0.00037029824769971043,1.0,1.0,1.0,0.0,1.0,1.0,5027
9,faab4ed7-f365-4a6c-a12f-5e90c13aa739,7500,5108,500,0.1,0,0,1,resid_post,1,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.0003547727751235167,0.00035784620029682463,1.0,1.0,1.0,0.0,1.0,1.0,5027
10,a596289c-25e3-4560-aca3-da4e01c77561,7500,5108,500,0.1,0,0,1,resid_mid,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,1.0935218652089438,1.1691373695026746,0.9426666498184204,0.9146437048912048,1.0,0.013725880246667993,0.005967774020290432,-0.010811973505460705,5027
11,ab5de1a6-5a04-486d-8f1e-224bc7f5f1db,7500,5108,500,0.1,0,0,1,resid_post,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,2.0327809333801268,2.515744989568537,0.689466655254364,0.4759201109409332,1.0,0.015516212452755123,0.005768848219614084,-0.04832318657576861,5027
