,model_id,label,train length,dev length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl,random ablate kl mean,random ablate kl std,all random ablate kls,random ablate mlm kl mean,random ablate mlm kl std,all random ablate mlm kls
0,369ac62f-902d-4677-917c-cedc8b24172b,tag,16521,1522,15977,16,0.001,0,0,6,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7199739871486541,1.7828139662742615,0.9506642549741159,0.16297636125491174,0.8655567378106027,0.16880515741378233,447405.0,2359296,0.18929254302103252,0.11217335882727852,1.4715818134062302,-1,-1,-1,0.05451783471384043,0.0017086158613987292,"[0.054506431954008824, 0.05194705941253137, 0.05624486900120499, 0.05686662818612074, 0.054952019715172384, 0.05673447287409377, 0.05176402201995947, 0.05473156473756672, 0.05353262653922184, 0.05389865269852414]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1,9a6c7cfd-7dba-4ab3-914b-b1ea5078b34c,tag,16521,1522,15977,16,0.001,0,0,6,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7356526428653347,1.7522396047910054,0.9326318411057842,0.1643733266919868,0.8900294172873505,0.16880515741378233,427471.0,4718592,0.18929254302103252,0.15423836838750796,0.43346872323633684,-1,-1,-1,0.03585780662210829,0.001377995338824838,"[0.03468722215194167, 0.03691686043091987, 0.03615875195514783, 0.035105557560236915, 0.036431781192582606, 0.03513251572676416, 0.03489337140697822, 0.03909901314438187, 0.0361554915924753, 0.033997501059654336]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2,c0444ee7-f7a7-41a5-ad19-82bb302854cb,tag,16521,1522,15977,16,0.001,0,0,7,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7126062685443508,1.785608132680257,0.936069356951288,0.16297636125491174,0.8480941353195218,0.16880515741378233,404080.0,2359296,0.18929254302103252,0.11727214786488209,0.9251845136731198,-1,-1,-1,0.05674061091406622,0.00407133008044619,"[0.05444365599263314, 0.04846731153090643, 0.055833348504595884, 0.05567501303950566, 0.05773482313575526, 0.05708873157975323, 0.06024470915833881, 0.05691001702449062, 0.06541994774394767, 0.05558855143073564]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3,e862a7a1-655d-42bb-81a4-c43c32f88240,tag,16521,1522,15977,16,0.001,0,0,7,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7340824738625558,1.7580202619234722,0.9411618205591183,0.1643733266919868,0.8927833761031483,0.16880515741378233,419102.0,4718592,0.18929254302103252,0.14850223072020396,0.4281979154218451,-1,-1,-1,0.036969864786317044,0.0010877336973127705,"[0.03596225736094098, 0.03587115684689193, 0.035762752827145326, 0.03862627757590922, 0.036855679397145374, 0.03674332209648487, 0.03719137518781245, 0.03897387210999119, 0.03606446644848057, 0.037647488012368543]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
4,d4b28a26-7009-4c44-ad3e-f79b4e60cd5e,tag,16521,1522,15977,16,0.001,0,0,8,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7292576086136602,1.8020962675412495,0.9585230462171771,0.16297636125491174,0.8618639293985103,0.16880515741378233,394695.0,2359296,0.18929254302103252,0.13320586360739325,0.6310338834199729,-1,-1,-1,0.06387684361960494,0.008142232837265336,"[0.06163857376750219, 0.06613791801885406, 0.06925328329461938, 0.054325602174641, 0.0769574935456003, 0.07671090217818874, 0.06574438422101557, 0.0579455675328135, 0.05592006296774169, 0.054134648495073]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
5,2de3648d-08c8-4f37-a515-ec1300780fd7,tag,16521,1522,15977,16,0.001,0,0,8,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7362298907772187,1.7585925857226055,0.9367411742730839,0.1643733266919868,0.894723665268824,0.16880515741378233,428096.0,4718592,0.18929254302103252,0.1383046526449968,0.551955155615141,-1,-1,-1,0.04446605198545924,0.0014315699308515531,"[0.046767313211415515, 0.04528315041458782, 0.046357543245100385, 0.0449523439522835, 0.04281484434907037, 0.04256020540489065, 0.04318379292144678, 0.04522467297760068, 0.04451200778200187, 0.04300464559619483]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
6,7fc08a13-c417-459d-8480-237fdb55fbb2,tag,16521,1522,15977,16,0.001,0,0,9,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7227059756555865,1.8096526463826497,0.8933449759870268,0.16297636125491174,0.8077861926519372,0.16880515741378233,448359.0,2359296,0.18929254302103252,0.10579987253027406,1.0129459884380976,-1,-1,-1,0.029749088518326267,0.0020352222325502657,"[0.03397665029881941, 0.02739165617904517, 0.02916553173952607, 0.030943555084286867, 0.030425782261417504, 0.026736811971573255, 0.028525970634037404, 0.028906946808308687, 0.0318588757682105, 0.02955910443803776]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
7,a653f7cf-16ec-4f25-b90c-91e81b1146b2,tag,16521,1522,15977,16,0.001,0,0,9,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7331394860821385,1.7650921543439229,0.9450843658551772,0.1643733266919868,0.8905927270451274,0.16880515741378233,391274.0,4718592,0.18929254302103252,0.15487571701720843,0.4532367227334289,-1,-1,-1,0.04973843090088981,0.0027375474336756972,"[0.05336821284394419, 0.048212259267073974, 0.04548557006758136, 0.050668613100750874, 0.04722543671451761, 0.048575970836320904, 0.0523261270225238, 0.04676359819712496, 0.053668613567558955, 0.051089907391501356]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
8,7d311313-a64b-4c2a-8551-1c17e8a48754,tag,16521,1522,15977,16,0.001,0,0,10,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7637799324527863,1.8380481402079265,0.8756938813696751,0.16297636125491174,0.8040307942667585,0.16880515741378233,472027.0,2359296,0.18929254302103252,0.1325685149776928,0.8230027149557839,-1,-1,-1,0.019013850502028747,0.0010516359338957769,"[0.019159003379923892, 0.017214261474998382, 0.019212672936832775, 0.01752391204931236, 0.020449276712003066, 0.019998661038828473, 0.019337395788986567, 0.019239456050330624, 0.017916994842470946, 0.020086870746600392]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
9,40c0e7c2-de94-47c3-99f5-e9cb73a9f04c,tag,16521,1522,15977,16,0.001,0,0,10,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7431424913867828,1.7797484596570332,0.9402278812029139,0.1643733266919868,0.8822682606246479,0.16880515741378233,402323.0,4718592,0.18929254302103252,0.1561504142766093,0.5819589725491954,-1,-1,-1,0.08688050191671397,0.0064595154310536935,"[0.08999443175763823, 0.0855177714613458, 0.08154999032151251, 0.09903383954001355, 0.08280506219128425, 0.09531579099695267, 0.08086713762933696, 0.08968451009425789, 0.0870437962451203, 0.07699268892967755]",-1.0,-1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
