,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,residual_location,target_position,model path,train loss,test loss,train acc,test acc,counterfactual embedding success,counterfactual predicts CF label,counterfactual predicts original label,counterfactual average logit diff,counterfactual dataset size
0,094777fc-7f04-4ffa-b5df-16bb65936172,7500,5108,500,0.1,0,0,0,resid_mid,0,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.0003639471639568607,0.00036709241844205695,1.0,1.0,1.0,0.0,0.9998006776958341,0.9803249563267918,5017
1,405457bf-0467-49d2-a7a0-de973e55a856,7500,5108,500,0.1,0,0,0,resid_post,0,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.00036859429286171993,0.0003718019473705102,1.0,1.0,1.0,0.0,0.9998006776958341,0.9805084326773494,5017
2,fab933a2-c7a7-4234-a227-7e381c34cff1,7500,5108,500,0.1,0,0,0,resid_mid,1,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,2.912135680516561,4.186732812361284,0.5805333256721497,0.19537979364395142,1.0,0.0,0.9990033884791708,0.978764296246224,5017
3,90b03c8d-3298-43a3-80f0-fabdc455852d,7500,5108,500,0.1,0,0,0,resid_post,1,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,2.9282944997151694,4.191623731092974,0.5793333053588867,0.1895066499710083,1.0,0.0,0.9990033884791708,0.9782484792865932,5017
4,cbbb144c-6d74-48f6-9ed8-4642ce933ca7,7500,5108,500,0.1,0,0,0,resid_mid,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.25777616202831266,0.2905508442358537,0.9925333261489868,0.9835551977157593,1.0,0.013354594379111023,0.007374925254135938,-0.017821766410108922,5017
5,5b5ca610-990a-426e-986b-f9c0739d84ae,7500,5108,500,0.1,0,0,0,resid_post,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,1.0117170810699463,1.084215673533353,0.9521333575248718,0.9287392497062683,1.0,0.012756627466613515,0.010763404424955152,-0.010399283054956094,5017
6,6053a62a-e36e-4061-900f-dc73843d53c4,7500,5108,500,0.1,0,0,1,resid_mid,0,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.00036719416772636274,0.0003703947639389133,1.0,1.0,1.0,0.0,1.0,1.0,5017
7,1cc5d810-37aa-49f8-a1b8-b1521520994c,7500,5108,500,0.1,0,0,1,resid_post,0,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.000354649662040174,0.0003580376373561607,1.0,1.0,1.0,0.0,1.0,1.0,5017
8,59c9374d-5c43-47b9-b972-93e419506eff,7500,5108,500,0.1,0,0,1,resid_mid,1,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,2.931225601832072,4.187858863310381,0.5741333365440369,0.1875489354133606,1.0,0.0,1.0,1.0,5017
9,1fb2b41c-7e8d-4c1a-9ac8-f6e26407b0a2,7500,5108,500,0.1,0,0,1,resid_post,1,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,2.969868469238281,4.216447006572377,0.5549333095550537,0.1714956909418106,1.0,0.0,1.0,1.0,5017
10,2c1bbdc6-38d6-4cc5-bbbb-0ae9ffc428c7,7500,5108,500,0.1,0,0,1,resid_mid,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,1.051766562461853,1.123193990100514,0.9565333127975464,0.9365701079368591,1.0,0.010763404424955152,0.00877018138329679,-0.009923938627048224,5017
11,ba371d5f-1d46-47df-9f9e-2256922a1e2c,7500,5108,500,0.1,0,0,1,resid_post,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,2.023822871843974,2.472725109620528,0.6948000192642212,0.4892325699329376,1.0,0.01754036276659358,0.006178991429140921,-0.04165000513466687,5017
