,model_id,data_seed,target_layer,target_position,residual_location,model path,counterfactual accuracy,original model accuracy,logit diff,% Samples with Diff Counterfactual label
0,d37b1af5-e4e2-4b04-8f37-cdc9354553a3,0,0,0,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01664056382145654,1.0,0.9872322511399962,0.9833594361785435
1,deb4ac2a-1675-4d33-b8c4-dcf4c5ac5c58,0,0,0,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01664056382145654,1.0,0.9872322511399962,0.9833594361785435
2,96bc1b62-4e83-45fe-94d2-50e8887ccd49,0,0,1,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01664056382145654,1.0,0.9858896372426132,0.9833594361785435
3,169442e5-8d86-44a8-acd6-bf59bd8e3972,0,0,1,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01664056382145654,1.0,0.9858896372426132,0.9833594361785435
4,34e71684-0946-4fa1-8687-4f140306dd16,0,0,2,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,-0.003178965695092231,0.9833594361785435
5,193b55c7-b97a-43a2-a596-668cb6656af6,0,0,2,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,-0.003178965695092231,0.9833594361785435
6,3339cb1d-b4b0-42e4-93b5-b280875daea9,0,1,0,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01664056382145654,1.0,1.0,0.9833594361785435
7,fad2d4b2-d156-4c67-ae71-29078dd25b09,0,1,0,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01664056382145654,1.0,1.0,0.9833594361785435
8,00e67086-2e0e-4eb0-856c-91f3fc50e3f6,0,1,1,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01664056382145654,1.0,1.0,0.9833594361785435
9,13e65dcd-3ff0-4e22-873b-1504b676aa04,0,1,1,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01664056382145654,1.0,1.0,0.9833594361785435
10,6854487c-b358-4fd8-939a-ada777d5fb05,0,1,2,resid_mid,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,-0.0036844313739522647,0.9833594361785435
11,b867e047-9bb0-4cc4-a70a-ec6a7d2f63c4,0,1,2,resid_post,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2_2_layer/ba35f4aa-e742-4fa4-99af-14e4f10d653a_final,0.01644479248238058,1.0,-0.0036844313739522647,0.9833594361785435
