,model_id,train length,test length,lr,data_seed,model_seed,train loss,test loss,train acc,test acc,model_dir
0,c8d1e06b-bebf-49af-9e66-d60f4e741de6,7661,5108,0.001,0,0,0.2658410529208107,0.2505696641256858,1.0,1.0,../Model/Algorithmic_Train/Disambiguation/Transfer/a2
