,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc IID, ablated acc IID,random ablate acc mean IID,random ablate acc std IID, vanilla acc Gen, ablated acc Gen,random ablate acc mean Gen,random ablate acc std Gen
0,1b587856-0ac1-4975-b6d6-e844e1d7c23f,reflexive,2000,1000,500,0.001,0,0,0,attn,-1,0.0,gpt2-medium,0.6392379701137543,0.6451506018638611,0.8913913913913913,0.4804804804804805,0.871,0.491,0.5780780780780781,0.573,292864.0,4194304,0.811,0.827,0.8095999999999999,0.0063435006108614415,0.9928571428571429,1.0,0.9957142857142858,0.0034992710611188135
1,2bee0f5e-cfc5-41db-8938-76ceb2c1e9a6,reflexive,2000,1000,500,0.001,0,0,0,mlp,-1,0.0,gpt2-medium,0.5611002892255783,0.5604626834392548,0.9504504504504504,0.4804804804804805,0.951,0.491,0.5185185185185185,0.541,79872.0,8388608,0.811,0.854,0.817,0.013311649033834961,0.9928571428571429,0.9928571428571429,0.9985714285714286,0.0028571428571428467
2,19bc65bd-ee16-4acd-b933-34d06e3b7e4f,reflexive,2000,1000,500,0.001,0,0,1,attn,-1,0.0,gpt2-medium,0.6936779767274857,0.6946530938148499,0.4804804804804805,0.4804804804804805,0.491,0.491,0.5880880880880881,0.607,0.0,4194304,0.811,0.811,0.8110000000000002,1.1102230246251565e-16,0.9928571428571429,0.9928571428571429,0.9928571428571429,0.0
3,beadef20-01a0-4335-aba7-1dc68036657e,reflexive,2000,1000,500,0.001,0,0,1,mlp,-1,0.0,gpt2-medium,0.3164070323109627,0.31660862267017365,1.0,0.4804804804804805,1.0,0.491,0.5870870870870871,0.607,585728.0,8388608,0.811,0.512,0.7928,0.011822013364905331,0.9928571428571429,0.5571428571428572,0.9971428571428571,0.0034992710611188135
4,c7a670be-6aac-4b4e-adb5-8d6f5b15ed43,reflexive,2000,1000,500,0.001,0,0,2,attn,-1,0.0,gpt2-medium,0.27006126195192337,0.26202256977558136,1.0,0.4804804804804805,1.0,0.491,0.5880880880880881,0.607,385024.0,4194304,0.811,0.772,0.7780000000000001,0.02294340863952,0.9928571428571429,0.9857142857142858,0.9957142857142858,0.003499271061118814
5,7a2fafe6-2fed-4d7b-83df-ea6ac2dd0673,reflexive,2000,1000,500,0.001,0,0,2,mlp,-1,0.0,gpt2-medium,0.19258828461170197,0.18724695593118668,0.984984984984985,0.4804804804804805,0.988,0.491,0.6686686686686687,0.687,580608.0,8388608,0.811,0.8,0.8228,0.004308131845707607,0.9928571428571429,0.9928571428571429,0.9957142857142858,0.0034992710611188135
6,6bc4f2a7-f716-49b0-a746-10d18838a268,reflexive,2000,1000,500,0.001,0,0,3,attn,-1,0.0,gpt2-medium,0.3500579968094826,0.35393567383289337,0.982982982982983,0.4804804804804805,0.971,0.491,0.5880880880880881,0.607,531456.0,4194304,0.811,0.814,0.8019999999999999,0.0112071405808975,0.9928571428571429,0.9928571428571429,0.9942857142857143,0.002857142857142847
7,e4963f8b-bc98-427f-bb11-25ba088bbb44,reflexive,2000,1000,500,0.001,0,0,3,mlp,-1,0.0,gpt2-medium,0.5835603624582291,0.5824215114116669,0.9619619619619619,0.4804804804804805,0.961,0.491,0.6171171171171171,0.63,223232.0,8388608,0.811,0.847,0.818,0.006292853089020872,0.9928571428571429,1.0,0.9942857142857143,0.002857142857142847
8,d94ed59f-1e9e-4fbc-be79-9ea1b2f8632e,reflexive,2000,1000,500,0.001,0,0,4,attn,-1,0.0,gpt2-medium,0.21499649062752724,0.20977192372083664,0.998998998998999,0.4804804804804805,0.999,0.491,0.58008008008008,0.603,563200.0,4194304,0.811,0.773,0.7868,0.02146997904051145,0.9928571428571429,0.9928571428571429,0.9942857142857143,0.0028571428571428467
9,bfb807b1-1199-48ba-a50b-d1a20c03ddd0,reflexive,2000,1000,500,0.001,0,0,4,mlp,-1,0.0,gpt2-medium,0.4733022451400757,0.4662804901599884,0.9584584584584585,0.4804804804804805,0.968,0.491,0.5770770770770771,0.606,461824.0,8388608,0.811,0.799,0.8131999999999999,0.0031874754901018037,0.9928571428571429,0.9928571428571429,0.9942857142857143,0.002857142857142847
10,3f13cc2a-69b3-4c54-ba24-0461e29e9a2c,reflexive,2000,1000,500,0.001,0,0,5,attn,-1,0.0,gpt2-medium,0.1592593416571617,0.15915289521217346,1.0,0.4804804804804805,1.0,0.491,0.5890890890890891,0.627,530432.0,4194304,0.811,0.807,0.7826000000000001,0.023474241201793956,0.9928571428571429,0.9928571428571429,0.9957142857142858,0.0034992710611188135
11,2b7d0123-ec74-4ba7-a33e-9ba150358143,reflexive,2000,1000,500,0.001,0,0,5,mlp,-1,0.0,gpt2-medium,0.6454010754823685,0.6433968245983124,0.92992992992993,0.4804804804804805,0.944,0.491,0.5870870870870871,0.608,64512.0,8388608,0.811,0.746,0.8124,0.003136877428271579,0.9928571428571429,0.9928571428571429,0.9957142857142858,0.003499271061118814
12,5f42bf1a-cbc7-4808-b3a4-d3a99bc87157,reflexive,2000,1000,500,0.001,0,0,6,attn,-1,0.0,gpt2-medium,0.15342355147004128,0.15436865389347076,0.998998998998999,0.4804804804804805,0.998,0.491,0.7932932932932933,0.799,458752.0,4194304,0.811,0.777,0.7658000000000001,0.02449816319645212,0.9928571428571429,1.0,0.9957142857142858,0.0034992710611188135
13,2e7ba105-ebf3-4528-86ba-d5aa0d8027b7,reflexive,2000,1000,500,0.001,0,0,6,mlp,-1,0.0,gpt2-medium,0.5938401371240616,0.5887567698955536,0.92992992992993,0.4804804804804805,0.944,0.491,0.5930930930930931,0.62,165888.0,8388608,0.811,0.805,0.8054,0.008404760555780244,0.9928571428571429,0.9928571428571429,0.9942857142857143,0.0028571428571428467
14,18785e8c-e623-4977-8288-288ac969fe44,reflexive,2000,1000,500,0.001,0,0,7,attn,-1,0.0,gpt2-medium,0.27887845784425735,0.2759251147508621,0.98998998998999,0.4804804804804805,0.991,0.491,0.6406406406406406,0.653,635904.0,4194304,0.811,0.786,0.7958000000000001,0.01195658814210811,0.9928571428571429,0.9928571428571429,0.9957142857142858,0.0034992710611188135
15,694cdbeb-5c34-49e0-b722-5d1f1fd0caf8,reflexive,2000,1000,500,0.001,0,0,7,mlp,-1,0.0,gpt2-medium,0.6871785223484039,0.6880778968334198,0.7677677677677678,0.4804804804804805,0.776,0.491,0.5915915915915916,0.625,23552.0,8388608,0.811,0.775,0.8108000000000001,0.0019390719429664967,0.9928571428571429,1.0,0.9928571428571429,0.0
16,6a13ff94-07fd-4f67-8675-44ada8dbfa5d,reflexive,2000,1000,500,0.001,0,0,8,attn,-1,0.0,gpt2-medium,0.1723257414996624,0.16944977641105652,1.0,0.4804804804804805,1.0,0.491,0.7257257257257257,0.708,492544.0,4194304,0.811,0.838,0.788,0.021410277905716233,0.9928571428571429,0.9928571428571429,0.9985714285714286,0.002857142857142847
17,bbb552ff-510b-462b-acc4-eb17fafbf3d8,reflexive,2000,1000,500,0.001,0,0,8,mlp,-1,0.0,gpt2-medium,0.3953873813152313,0.38810062408447266,0.9434434434434434,0.4804804804804805,0.954,0.491,0.7427427427427428,0.754,509952.0,8388608,0.811,0.803,0.8056000000000001,0.005083306010855506,0.9928571428571429,1.0,0.9971428571428571,0.0034992710611188135
18,d8c8d84b-77e5-4991-a7b8-23135a4add8c,reflexive,2000,1000,500,0.001,0,0,9,attn,-1,0.0,gpt2-medium,0.25874926894903183,0.25587451457977295,1.0,0.4804804804804805,1.0,0.491,0.6966966966966966,0.717,513024.0,4194304,0.811,0.742,0.8064,0.004223742416388579,0.9928571428571429,0.9928571428571429,1.0,0.0
19,26cbd9d3-aae3-4b32-85b8-0f47523908f9,reflexive,2000,1000,500,0.001,0,0,9,mlp,-1,0.0,gpt2-medium,0.5323985368013382,0.5286652445793152,0.97997997997998,0.4804804804804805,0.982,0.491,0.6326326326326326,0.638,415744.0,8388608,0.811,0.824,0.8088,0.004995998398718681,0.9928571428571429,1.0,1.0,0.0
20,e1033459-d7e7-43e6-b1c4-1cde0264f146,reflexive,2000,1000,500,0.001,0,0,10,attn,-1,0.0,gpt2-medium,0.25143129378557205,0.2642844170331955,0.987987987987988,0.4804804804804805,0.985,0.491,0.8273273273273273,0.82,440320.0,4194304,0.811,0.802,0.8230000000000001,0.013971399357258362,0.9928571428571429,0.9928571428571429,0.9985714285714286,0.0028571428571428467
21,71b4d966-577b-4f87-b0c2-ec3e9b840536,reflexive,2000,1000,500,0.001,0,0,10,mlp,-1,0.0,gpt2-medium,0.3162626102566719,0.3112824261188507,0.993993993993994,0.4804804804804805,0.993,0.491,0.6376376376376376,0.656,435200.0,8388608,0.811,0.81,0.8066000000000001,0.011909659944767484,0.9928571428571429,0.9928571428571429,0.9957142857142858,0.003499271061118814
22,d33ee334-f425-4e8d-a57e-fc2a110bd9bb,reflexive,2000,1000,500,0.001,0,0,11,attn,-1,0.0,gpt2-medium,0.29410142451524734,0.29045724868774414,1.0,0.4804804804804805,1.0,0.491,0.7842842842842843,0.778,553984.0,4194304,0.811,0.829,0.7894,0.014705101155721451,0.9928571428571429,1.0,0.9971428571428571,0.003499271061118814
23,accbdad2-07e2-49a3-9f3f-fc88bfda6b91,reflexive,2000,1000,500,0.001,0,0,11,mlp,-1,0.0,gpt2-medium,0.3600989282131195,0.35640694200992584,1.0,0.4804804804804805,1.0,0.491,0.7817817817817818,0.781,430080.0,8388608,0.811,0.814,0.8114000000000001,0.003006659275674543,0.9928571428571429,1.0,0.9957142857142858,0.0034992710611188135
24,3977e79e-984a-4203-b350-c8a842b294a1,reflexive,2000,1000,500,0.001,0,0,12,attn,-1,0.0,gpt2-medium,0.30620525032281876,0.3059803992509842,1.0,0.4804804804804805,1.0,0.491,0.6216216216216216,0.636,581632.0,4194304,0.811,0.801,0.8008000000000001,0.002227105745132011,0.9928571428571429,1.0,0.9985714285714286,0.002857142857142847
25,8ca82e97-8661-4b15-a447-f880f54631ae,reflexive,2000,1000,500,0.001,0,0,12,mlp,-1,0.0,gpt2-medium,0.4587033838033676,0.4529493898153305,1.0,0.4804804804804805,1.0,0.491,0.7102102102102102,0.719,551936.0,8388608,0.811,0.802,0.8099999999999999,0.006387487769068482,0.9928571428571429,0.9928571428571429,0.9942857142857143,0.002857142857142847
26,a00e7f8c-a429-4038-9f14-acf16624ac37,reflexive,2000,1000,500,0.001,0,0,13,attn,-1,0.0,gpt2-medium,0.37310536205768585,0.3712465912103653,0.9824824824824825,0.4804804804804805,0.978,0.491,0.6156156156156156,0.641,517120.0,4194304,0.811,0.792,0.8094000000000001,0.013778243719719828,0.9928571428571429,1.0,0.9985714285714286,0.002857142857142847
27,da8d818f-2b1b-4f5c-b2b7-f04310428392,reflexive,2000,1000,500,0.001,0,0,13,mlp,-1,0.0,gpt2-medium,0.4712287336587906,0.4683213382959366,0.994994994994995,0.4804804804804805,0.999,0.491,0.6526526526526526,0.675,489472.0,8388608,0.811,0.813,0.8192,0.004621688003316507,0.9928571428571429,0.9928571428571429,0.9942857142857143,0.002857142857142847
28,d55aa020-a63d-4201-9b61-2b3be8e7dd60,reflexive,2000,1000,500,0.001,0,0,14,attn,-1,0.0,gpt2-medium,0.3897855430841446,0.3899300545454025,0.975975975975976,0.4804804804804805,0.975,0.491,0.6766766766766766,0.673,559104.0,4194304,0.811,0.805,0.8202,0.006013318551349138,0.9928571428571429,1.0,0.9971428571428571,0.0034992710611188135
29,4c50efca-581c-4557-85ee-6860526865fe,reflexive,2000,1000,500,0.001,0,0,14,mlp,-1,0.0,gpt2-medium,0.3133207783102989,0.3091067671775818,1.0,0.4804804804804805,1.0,0.491,0.6536536536536537,0.669,491520.0,8388608,0.811,0.807,0.8084,0.006280127387243004,0.9928571428571429,0.9928571428571429,0.9957142857142858,0.0034992710611188135
30,df63ed1b-f844-4510-92a7-1d05ffa0715c,reflexive,2000,1000,500,0.001,0,0,15,attn,-1,0.0,gpt2-medium,0.3801693394780159,0.3803021311759949,0.9724724724724725,0.4804804804804805,0.963,0.491,0.6016016016016016,0.622,444416.0,4194304,0.811,0.815,0.8113999999999999,0.010594338110519179,0.9928571428571429,1.0,0.9928571428571429,0.0
31,24b4e1b4-44dc-49d4-87c5-30a8ff1703ff,reflexive,2000,1000,500,0.001,0,0,15,mlp,-1,0.0,gpt2-medium,0.36342570185661316,0.36020079255104065,0.995995995995996,0.4804804804804805,0.995,0.491,0.6836836836836837,0.692,494592.0,8388608,0.811,0.811,0.8130000000000001,0.004604345773288486,0.9928571428571429,1.0,0.9942857142857143,0.002857142857142847
