step,loss,accuracy
0,7.040802001953125,0.11
10,6.995677471160889,0.13
20,6.805384635925293,0.11
30,6.486130714416504,0.16
40,6.073400497436523,0.12
50,5.595004081726074,0.18
60,5.182974815368652,0.16
70,4.810283660888672,0.28
80,4.585063457489014,0.25
90,4.393479347229004,0.31
100,4.209407806396484,0.29
110,4.135083198547363,0.38
120,3.9778940677642822,0.31
130,3.9492530822753906,0.39
140,3.787397861480713,0.34
150,3.7790141105651855,0.41
160,3.6164164543151855,0.38
170,3.602933645248413,0.41
180,3.454688549041748,0.4
190,3.4487736225128174,0.44
200,3.3195900917053223,0.41
210,3.3391709327697754,0.45
220,3.209529161453247,0.41
230,3.24103045463562,0.45
240,3.114454984664917,0.42
250,3.155811071395874,0.45
260,3.0460689067840576,0.42
270,3.077479600906372,0.45
280,2.962517738342285,0.42
290,2.994920253753662,0.45
300,2.8751635551452637,0.42
310,2.9289355278015137,0.45
320,2.799185276031494,0.43
330,2.850381374359131,0.45
340,2.7043938636779785,0.44
350,2.7682456970214844,0.45
360,2.6365973949432373,0.43
370,2.6791141033172607,0.45
380,2.5459063053131104,0.44
390,2.589832067489624,0.45
400,2.4461236000061035,0.45
410,2.5107364654541016,0.45
420,2.3535895347595215,0.45
430,2.4186995029449463,0.45
440,2.245682954788208,0.45
450,2.308563470840454,0.46
460,2.1601510047912598,0.46
470,2.2026872634887695,0.48
480,2.048898935317993,0.46
490,2.0918405055999756,0.48
500,1.9353421926498413,0.46
510,1.9968699216842651,0.48
520,1.8069711923599243,0.46
530,1.8709648847579956,0.48
540,1.685778021812439,0.47
550,1.7485581636428833,0.48
560,1.5777392387390137,0.47
570,1.6234477758407593,0.48
580,1.4540982246398926,0.48
590,1.5118508338928223,0.48
600,1.3287169933319092,0.48
610,1.4022916555404663,0.48
620,1.2142202854156494,0.48
630,1.285325288772583,0.48
640,1.0819058418273926,0.49
650,1.1675817966461182,0.48
660,0.9890522956848145,0.5
670,1.0398679971694946,0.48
680,0.864416241645813,0.5
690,0.9220324158668518,0.48
700,0.7458691000938416,0.5
710,0.8278225064277649,0.48
720,0.627896785736084,0.5
730,0.7100912928581238,0.49
740,0.5037083029747009,0.52
750,0.5879615545272827,0.49
760,0.4057033360004425,0.52
770,0.46223539113998413,0.49
780,0.2832401990890503,0.54
790,0.3493061065673828,0.5
800,0.1734723299741745,0.55
810,0.2522691488265991,0.5
820,0.05134304612874985,0.55
830,0.1343836635351181,0.51
840,-0.04670381546020508,0.55
850,0.028616633266210556,0.51
860,-0.15834395587444305,0.55
870,-0.08816879987716675,0.52
880,-0.2750154733657837,0.57
890,-0.18450044095516205,0.52
900,-0.39270010590553284,0.58
910,-0.2947028577327728,0.52
920,-0.5129123330116272,0.58
930,-0.42221271991729736,0.52
940,-0.6113528609275818,0.59
950,-0.5270950794219971,0.53
960,-0.7182137370109558,0.59
970,-0.6414881944656372,0.53
980,-0.83560711145401,0.59
990,-0.7318525910377502,0.53
1000,-0.9482470750808716,0.59
1010,-0.8383303284645081,0.54
1020,-1.0568573474884033,0.6
1030,-0.9604544639587402,0.55
1040,-1.1417829990386963,0.59
1050,-1.0615746974945068,0.55
1060,-1.2600998878479004,0.61
1070,-1.1824238300323486,0.56
1080,-1.3652913570404053,0.62
1090,-1.2566725015640259,0.55
1100,-1.4814295768737793,0.62
1110,-1.3753401041030884,0.55
1120,-1.579167127609253,0.63
1130,-1.4893978834152222,0.57
1140,-1.6687538623809814,0.63
1150,-1.5985885858535767,0.59
1160,-1.7851483821868896,0.63
1170,-1.7091137170791626,0.6
1180,-1.8890939950942993,0.63
1190,-1.7947678565979004,0.59
1200,-1.9962098598480225,0.63
1210,-1.9059101343154907,0.6
1220,-2.1050009727478027,0.63
1230,-2.0155887603759766,0.6
1240,-2.1874771118164062,0.63
1250,-2.119072675704956,0.61
1260,-2.292619466781616,0.64
1270,-2.2280914783477783,0.61
1280,-2.4026575088500977,0.64
1290,-2.316018581390381,0.61
1300,-2.500040292739868,0.64
1310,-2.4174652099609375,0.61
1320,-2.613206624984741,0.65
1330,-2.5290980339050293,0.61
1340,-2.694283962249756,0.66
1350,-2.6385657787323,0.61
1360,-2.7983944416046143,0.66
1370,-2.7350847721099854,0.62
1380,-2.8963823318481445,0.66
1390,-2.813422918319702,0.62
1400,-3.0015432834625244,0.66
1410,-2.919468402862549,0.62
1420,-3.107426881790161,0.66
1430,-3.0331337451934814,0.62
1440,-3.1816651821136475,0.66
1450,-3.1292827129364014,0.62
1460,-3.2893106937408447,0.66
1470,-3.238163948059082,0.65
1480,-3.3869705200195312,0.67
1490,-3.311466693878174,0.64
1500,-3.491075277328491,0.68
1510,-3.412660837173462,0.65
1520,-3.59106183052063,0.68
1530,-3.513519763946533,0.67
1540,-3.66204833984375,0.68
1550,-3.6164636611938477,0.67
1560,-3.762385606765747,0.68
1570,-3.7141165733337402,0.67
1580,-3.8676435947418213,0.69
1590,-3.7961788177490234,0.67
1600,-3.9653332233428955,0.69
1610,-3.892102003097534,0.68
1620,-4.0621490478515625,0.7
1630,-3.99149227142334,0.68
1640,-4.137731552124023,0.7
1650,-4.085901737213135,0.69
1660,-4.2361979484558105,0.7
1670,-4.189119338989258,0.69
1680,-4.328582763671875,0.7
1690,-4.25875186920166,0.69
1700,-4.426609039306641,0.72
1710,-4.356175422668457,0.69
1720,-4.515663146972656,0.71
1730,-4.442287445068359,0.7
1740,-4.584651470184326,0.71
1750,-4.538868427276611,0.7
1760,-4.68143892288208,0.72
1770,-4.633017539978027,0.7
1780,-4.769628047943115,0.72
1790,-4.7169508934021,0.7
1800,-4.857524394989014,0.72
1810,-4.80092191696167,0.7
1820,-4.943544387817383,0.72
