,model_id,data_seed,model_seed,target_layer,residual_location,target_position,model path,Train Pre Erasure Probe Acc,Train Post Erasure Probe Acc,Test Pre Erasure Probe Acc,Test Post Erasure Probe Acc,train acc,test acc
0,b26d291c-ee51-4576-af03-28587df00fe0,0,0,0,resid_mid,2,../Model/Algorithmic_Train/Grokking/model_LR_0.001_Seed_0_300,0.99200374,0.020931326,0.9913115,0.019373018,0.038570084,0.006927322
1,dd1a05c0-f599-4b5f-b768-62f597f0f9d6,0,0,0,resid_post,2,../Model/Algorithmic_Train/Grokking/model_LR_0.001_Seed_0_300,0.48330197,0.026105361,0.53187746,0.024421746,0.8579492,0.019373018
