,Unnamed: 0,model_id,label,train length,dev length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl,random ablate kl mean,random ablate kl std,all random ablate kls,random ablate mlm kl mean,random ablate mlm kl std,all random ablate mlm kls
0,0,755ad594-f25d-4fb6-8e45-3b49dc557d70,tag,16521,1522,15977,16,0.001,0,0,0,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7410938182184774,1.799070676167806,0.9277115948356516,0.1629763612549117,0.839894848845215,0.1688051574137823,458373.0,2359296,0.0567240280433397,0.0490758444869343,1.2207606201949888,-1,-1,-1,0.5300278575500916,0.0,[0.5300278575500916],-1.0,-1,[-1]
1,1,67a5e6bc-b9f5-42e5-a722-f8cb06d85253,tag,16521,1522,15977,16,0.001,0,1,0,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7422646341785308,1.806400795777639,0.9293956215305932,0.1629763612549117,0.8329473618326344,0.1688051574137823,446384.0,2359296,0.052899936265137,0.0478011472275334,1.364827785163719,-1,-1,-1,0.5990464433581302,0.0,[0.5990464433581302],-1.0,-1,[-1]
2,2,3e15442f-1fcf-4fe6-865b-7036af2f4609,tag,16521,1522,15977,16,0.001,0,2,0,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7396842491242193,1.8024114569028216,0.9249048836774152,0.1629763612549117,0.8400200287913876,0.1688051574137823,458646.0,2359296,0.0560866794136392,0.0388782664117272,1.188445753166826,-1,-1,-1,0.4592303050559672,0.0,[0.4592303050559672],-1.0,-1,[-1]
3,3,2aee340c-6588-4741-b91b-db96eb49524b,tag,16521,1522,15977,16,0.001,0,0,0,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7855336012378815,1.7846803665161133,0.8558620260257768,0.1643733266919868,0.8383926894911435,0.1688051574137823,311003.0,4718592,0.005736137667304,0.0050987890376035,1.2344072097574093,-1,-1,-1,0.5593335241022347,0.0,[0.5593335241022347],-1.0,-1,[-1]
4,4,3d85c3d1-89f7-4f34-91c9-062de26592e0,tag,16521,1522,15977,16,0.001,0,1,0,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7851480995455096,1.784528911113739,0.8574808542431978,0.1643733266919868,0.8380797396257119,0.1688051574137823,313378.0,4718592,0.0012746972594008,0.0031867431485022,1.0538620277147068,-1,-1,-1,0.2965209455228748,0.0,[0.29652094552287483],-1.0,-1,[-1]
5,5,af4324b1-07e2-48db-9376-41924fe062fe,tag,16521,1522,15977,16,0.001,0,2,0,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7853895906479127,1.7850316166877749,0.853620571570886,0.1643733266919868,0.8350128309444826,0.1688051574137823,308976.0,4718592,0.0038240917782026,0.0038240917782026,1.3648627957695985,-1,-1,-1,0.4561177843919295,0.0,[0.45611778439192957],-1.0,-1,[-1]
6,6,196725f1-7114-448d-9253-0d411b12e8a4,tag,16521,1522,15977,16,0.001,0,0,1,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7438885684936278,1.7741672595342,0.9204765171833096,0.1629763612549117,0.8613632096138198,0.1688051574137823,410169.0,2359296,0.1013384321223709,0.0573613766730401,1.123577480182441,-1,-1,-1,0.4052049723151689,0.0,[0.4052049723151689],-1.0,-1,[-1]
7,7,81cbe57d-adbb-441f-8cab-ecb64b5945c0,tag,16521,1522,15977,16,0.001,0,1,1,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7441983492143691,1.7742709517478945,0.9106842138090188,0.1629763612549117,0.8567941415785191,0.1688051574137823,409137.0,2359296,0.1032504780114722,0.064372211599745,0.8570772150354525,-1,-1,-1,0.3470665935956421,0.0,[0.3470665935956421],-1.0,-1,[-1]
8,8,6deb8e8a-7da5-44d6-b3e1-ff3babe5bcf0,tag,16521,1522,15977,16,0.001,0,2,1,attn,0.0,gpt_neox,EleutherAI/pythia-160m,1.7449961439255746,1.7757581671079,0.9154244370984844,0.1629763612549117,0.8586092507980222,0.1688051574137823,406052.0,2359296,0.0962396430847673,0.0497131931166348,1.3781739837276927,-1,-1,-1,0.4192763961296009,0.0,[0.4192763961296009],-1.0,-1,[-1]
9,9,8cf50e38-67db-4d96-86d9-86d2ec371b00,tag,16521,1522,15977,16,0.001,0,0,1,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7289405984263266,1.7553799748420715,0.9199925284851505,0.1643733266919868,0.8760092633160168,0.1688051574137823,309371.0,4718592,0.0184831102613129,0.0108349267049075,1.290420289097355,-1,-1,-1,0.3939840342301027,0.0,[0.39398403423010275],-1.0,-1,[-1]
10,10,cf1e4982-4a69-46a0-9a75-0ed6fb226dfa,tag,16521,1522,15977,16,0.001,0,1,1,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7291564383814413,1.754654626051585,0.920864205217608,0.1643733266919868,0.8778243725355198,0.1688051574137823,308099.0,4718592,0.0305927342256214,0.017208413001912,1.6835399114682918,-1,-1,-1,0.458984375,0.0,[0.458984375],-1.0,-1,[-1]
11,11,be55a8b0-707b-4425-96eb-c43d38e8559a,tag,16521,1522,15977,16,0.001,0,2,1,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,1.7287735439115954,1.7547529339790344,0.918871801257705,0.1643733266919868,0.8748826438004632,0.1688051574137823,309373.0,4718592,0.0369662205226258,0.0184831102613129,1.174173096169933,-1,-1,-1,0.3846073770614244,0.0,[0.38460737706142445],-1.0,-1,[-1]
