,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Male IID, ablated acc Male IID,random ablate acc mean Male IID,random ablate acc std Male IID, vanilla acc Male Gen, ablated acc Male Gen,random ablate acc mean Male Gen,random ablate acc std Male Gen, vanilla acc Female IID, ablated acc Female IID,random ablate acc mean Female IID,random ablate acc std Female IID, vanilla acc Female Gen, ablated acc Female Gen,random ablate acc mean Female Gen,random ablate acc std Female Gen
0,9788bdd5-d316-4cea-aaeb-7f0ccbb16381,reflexive,2000,1000,500,0.001,0,0,0,attn,-1,0.0,gpt2-medium,0.6580038368701935,0.6567273437976837,0.7932932932932933,0.48598598598598597,0.788,0.511,0.551051051051051,0.524,1189888.0,4194304,0.904,0.921,0.8926000000000001,0.004079215610874232,0.757,0.79,0.7432000000000001,0.00874985714169095,0.791,0.793,0.7784,0.004498888751680801,0.583,0.599,0.5756,0.002800000000000002
1,f5e29524-a743-40f2-9da0-712c3f63a758,reflexive,2000,1000,500,0.001,0,0,0,mlp,-1,0.0,gpt2-medium,0.6943968534469604,0.6924580037593842,0.48598598598598597,0.48598598598598597,0.511,0.511,0.511011011011011,0.496,0.0,8388608,0.904,0.904,0.9040000000000001,1.1102230246251565e-16,0.757,0.757,0.757,0.0,0.791,0.791,0.791,0.0,0.583,0.583,0.583,0.0
2,7f4f4e5f-49f9-4713-a8ba-98f9c1b41dcd,reflexive,2000,1000,500,0.001,0,0,1,attn,-1,0.0,gpt2-medium,0.4206365570425987,0.4183153361082077,0.9824824824824825,0.48598598598598597,0.974,0.511,0.5305305305305306,0.534,794624.0,4194304,0.904,0.903,0.9094,0.0027276363393971734,0.757,0.749,0.743,0.0157098695093244,0.791,0.798,0.7888,0.007520638270785273,0.583,0.583,0.5791999999999999,0.0048744230427815805
3,9930fc6a-9d9b-46a7-aaf3-63ca9ca3e031,reflexive,2000,1000,500,0.001,0,0,1,mlp,-1,0.0,gpt2-medium,0.6419224590063095,0.6425198316574097,0.7787787787787788,0.48598598598598597,0.757,0.511,0.5065065065065065,0.495,371712.0,8388608,0.904,0.912,0.8404,0.11284077277296538,0.757,0.783,0.7516,0.01494790955284385,0.791,0.795,0.7868,0.005268775948927801,0.583,0.597,0.5841999999999999,0.005035871324805674
4,fca2c640-41de-466b-b8ee-6fabf405a685,reflexive,2000,1000,500,0.001,0,0,2,attn,-1,0.0,gpt2-medium,0.6448832005262375,0.6417039930820465,0.8833833833833834,0.48598598598598597,0.871,0.511,0.5335335335335335,0.514,951296.0,4194304,0.904,0.914,0.892,0.007071067811865481,0.757,0.75,0.74,0.014518953130305243,0.791,0.763,0.7888,0.007782030583337494,0.583,0.562,0.5645999999999999,0.007863841300534961
5,61cf1e44-3388-4a23-a234-ebc52f9996fe,reflexive,2000,1000,500,0.001,0,0,2,mlp,-1,0.0,gpt2-medium,0.6943968534469604,0.6924580037593842,0.48598598598598597,0.48598598598598597,0.511,0.511,0.512012012012012,0.515,4096.0,8388608,0.904,0.903,0.9039999999999999,0.0008944271909999167,0.757,0.754,0.7572,0.0007483314773547889,0.791,0.788,0.7894,0.001743559577416271,0.583,0.576,0.5814,0.0018547236990991425
6,a147831f-76c2-48fc-a23d-60cb96979e6e,reflexive,2000,1000,500,0.001,0,0,3,attn,-1,0.0,gpt2-medium,0.4695810526609421,0.4643680304288864,0.9694694694694694,0.48598598598598597,0.972,0.511,0.496996996996997,0.493,989184.0,4194304,0.904,0.9,0.8774,0.012289833196589784,0.757,0.732,0.7004,0.01863974248749159,0.791,0.787,0.7826000000000001,0.010518555033843774,0.583,0.563,0.5522,0.007304792947099834
7,f694f4ac-ceea-45ef-b228-f5b0002274d8,reflexive,2000,1000,500,0.001,0,0,3,mlp,-1,0.0,gpt2-medium,0.6943968534469604,0.6924580037593842,0.48598598598598597,0.48598598598598597,0.511,0.511,0.5015015015015015,0.502,0.0,8388608,0.904,0.904,0.9040000000000001,1.1102230246251565e-16,0.757,0.757,0.757,0.0,0.791,0.791,0.791,0.0,0.583,0.583,0.583,0.0
8,656b2c69-26d6-4c3a-9769-132acb71a280,reflexive,2000,1000,500,0.001,0,0,4,attn,-1,0.0,gpt2-medium,0.3019554391503334,0.30884942412376404,0.991991991991992,0.48598598598598597,0.988,0.511,0.512012012012012,0.474,1041408.0,4194304,0.904,0.901,0.9082000000000001,0.010166612021711076,0.757,0.733,0.7726,0.02022473732833138,0.791,0.783,0.7844000000000001,0.009350935782048776,0.583,0.566,0.5877999999999999,0.011548160026601651
9,9c2b5b73-4cfd-4615-b299-3d7ea58bdb56,reflexive,2000,1000,500,0.001,0,0,4,mlp,-1,0.0,gpt2-medium,0.6943968534469604,0.6924580037593842,0.48598598598598597,0.48598598598598597,0.511,0.511,0.5005005005005005,0.517,0.0,8388608,0.904,0.904,0.9040000000000001,1.1102230246251565e-16,0.757,0.757,0.757,0.0,0.791,0.791,0.791,0.0,0.583,0.583,0.583,0.0
10,61d917f8-dc4d-42b5-9fb6-1e362e9545da,reflexive,2000,1000,500,0.001,0,0,5,attn,-1,0.0,gpt2-medium,0.21459749341011047,0.21810553967952728,0.9994994994994995,0.48598598598598597,0.999,0.511,0.5685685685685685,0.555,1244160.0,4194304,0.904,0.882,0.8944000000000001,0.0053888774341229965,0.757,0.767,0.7486,0.017234848418248433,0.791,0.761,0.7716000000000001,0.007310266752998832,0.583,0.575,0.5813999999999999,0.010209799214480184
11,03c9d988-cd75-4587-84ec-151ce9ecf7e0,reflexive,2000,1000,500,0.001,0,0,5,mlp,-1,0.0,gpt2-medium,0.6943968534469604,0.6924580037593842,0.48598598598598597,0.48598598598598597,0.511,0.511,0.5215215215215215,0.497,2048.0,8388608,0.904,0.906,0.9046,0.000489897948556636,0.757,0.755,0.7575999999999999,0.001200000000000001,0.791,0.792,0.791,0.0006324555320336764,0.583,0.582,0.5828,0.0007483314773547889
12,bfbdd1bf-7b2f-4960-bdb5-d3f16652fc41,reflexive,2000,1000,500,0.001,0,0,6,attn,-1,0.0,gpt2-medium,0.15117374435067177,0.15277760475873947,1.0,0.48598598598598597,0.999,0.511,0.5105105105105106,0.535,1085440.0,4194304,0.904,0.896,0.8608,0.015574337867145443,0.757,0.747,0.6942,0.019072493282211396,0.791,0.77,0.7686,0.008309031231136403,0.583,0.548,0.5904,0.030715468415767312
13,a36e0f0e-497e-481e-9a6a-26ecc1c69ec7,reflexive,2000,1000,500,0.001,0,0,6,mlp,-1,0.0,gpt2-medium,0.6785441040992737,0.6736529171466827,0.6396396396396397,0.48598598598598597,0.661,0.511,0.52002002002002,0.513,400384.0,8388608,0.904,0.896,0.9052,0.003310589071449373,0.757,0.753,0.7414,0.016835676404587982,0.791,0.769,0.7912000000000001,0.005635601121442153,0.583,0.563,0.5715999999999999,0.0037202150475476583
14,00e4bb31-676b-4a03-9437-15c4aaed63ae,reflexive,2000,1000,500,0.001,0,0,7,attn,-1,0.0,gpt2-medium,0.3096794858574867,0.30387330055236816,0.9944944944944945,0.48598598598598597,0.996,0.511,0.5785785785785785,0.595,1055744.0,4194304,0.904,0.821,0.914,0.012537942414925994,0.757,0.649,0.7804,0.02173108372815311,0.791,0.723,0.7847999999999999,0.008280096617793787,0.583,0.527,0.584,0.014380542409798053
15,73ff6851-389e-4340-b1ea-0202494bbf9a,reflexive,2000,1000,500,0.001,0,0,7,mlp,-1,0.0,gpt2-medium,0.6466319710016251,0.6432835459709167,0.8683683683683684,0.48598598598598597,0.884,0.511,0.5665665665665666,0.556,648192.0,8388608,0.904,0.903,0.9034000000000001,0.009243376006633082,0.757,0.745,0.7432000000000001,0.01195658814210811,0.791,0.809,0.786,0.007155417527999333,0.583,0.581,0.5768,0.013702554506368494
16,766fa852-ce0d-4fe4-abfc-bd02201f8392,reflexive,2000,1000,500,0.001,0,0,8,attn,-1,0.0,gpt2-medium,0.1673014871776104,0.1663338840007782,1.0,0.48598598598598597,1.0,0.511,0.5820820820820821,0.584,1168384.0,4194304,0.904,0.884,0.9199999999999999,0.007874007874011818,0.757,0.711,0.8224,0.02440983408382775,0.791,0.781,0.79,0.003949683531626304,0.583,0.571,0.6202,0.015458331087151691
17,3b74d8ce-67dd-40db-b6e5-88192a5fe78e,reflexive,2000,1000,500,0.001,0,0,8,mlp,-1,0.0,gpt2-medium,0.5986735075712204,0.5932509005069733,0.9379379379379379,0.48598598598598597,0.959,0.511,0.5965965965965966,0.602,1072128.0,8388608,0.904,0.87,0.9056,0.01180847153530042,0.757,0.653,0.7998000000000001,0.027802158189608215,0.791,0.746,0.7888,0.012367699866992257,0.583,0.53,0.579,0.021908902300206617
18,0c75a00e-5ccf-45ba-985b-f9cb83c92b6b,reflexive,2000,1000,500,0.001,0,0,9,attn,-1,0.0,gpt2-medium,0.21831480413675308,0.217149056494236,0.9984984984984985,0.48598598598598597,1.0,0.511,0.8348348348348348,0.819,1095680.0,4194304,0.904,0.881,0.9036,0.008867919710958154,0.757,0.684,0.8150000000000001,0.007974960814950714,0.791,0.767,0.797,0.00641872261435249,0.583,0.529,0.5986,0.008957678270623486
19,05d18b17-8aa8-4b6f-bbfb-758d0e97b9e0,reflexive,2000,1000,500,0.001,0,0,9,mlp,-1,0.0,gpt2-medium,0.5555271208286285,0.5522506535053253,0.98998998998999,0.48598598598598597,0.992,0.511,0.5830830830830831,0.572,1303552.0,8388608,0.904,0.906,0.9074,0.004317406628984584,0.757,0.751,0.7962,0.02388639780293376,0.791,0.77,0.7884,0.016267759526130184,0.583,0.566,0.5875999999999999,0.01030727898138011
20,bac7ab1f-030c-46f0-b3d6-5b63c4e03cf4,reflexive,2000,1000,500,0.001,0,0,10,attn,-1,0.0,gpt2-medium,0.21170161664485931,0.213104709982872,0.998998998998999,0.48598598598598597,0.998,0.511,0.6816816816816816,0.682,1280000.0,4194304,0.904,0.893,0.898,0.01078888316740895,0.757,0.729,0.7262,0.02424376208429709,0.791,0.786,0.7724,0.009350935782048776,0.583,0.566,0.5658,0.005528109984434066
21,5b0cdac0-5f7c-4f69-b52e-b0d652c46794,reflexive,2000,1000,500,0.001,0,0,10,mlp,-1,0.0,gpt2-medium,0.3196994736790657,0.3177882134914398,0.9954954954954955,0.48598598598598597,0.997,0.511,0.5735735735735735,0.554,1138688.0,8388608,0.904,0.898,0.9064,0.005678027826631361,0.757,0.748,0.7674000000000001,0.027579702681501145,0.791,0.776,0.7856,0.010480458005259131,0.583,0.581,0.5771999999999999,0.010998181667894026
22,2dc8e6d3-f1e3-4b8e-aa80-278702ba8065,reflexive,2000,1000,500,0.001,0,0,11,attn,-1,0.0,gpt2-medium,0.2783208414912224,0.2773505449295044,1.0,0.48598598598598597,1.0,0.511,0.6481481481481481,0.659,1215488.0,4194304,0.904,0.894,0.9346,0.0016248076809271934,0.757,0.738,0.8364,0.022957351763650765,0.791,0.755,0.8102,0.01121427661510092,0.583,0.542,0.6178,0.010067770358922583
23,fd5210db-0fbb-432e-a80d-e106f87c91ac,reflexive,2000,1000,500,0.001,0,0,11,mlp,-1,0.0,gpt2-medium,0.4972008243203163,0.49114884436130524,0.972972972972973,0.48598598598598597,0.973,0.511,0.56006006006006,0.535,1283072.0,8388608,0.904,0.902,0.9,0.007974960814950761,0.757,0.776,0.7696,0.009991996797437445,0.791,0.796,0.7891999999999999,0.006013318551349169,0.583,0.588,0.5856,0.01859677391377331
24,5e647881-7c70-45ea-85df-11008017907c,reflexive,2000,1000,500,0.001,0,0,12,attn,-1,0.0,gpt2-medium,0.2970888391137123,0.2930585592985153,0.9994994994994995,0.48598598598598597,0.999,0.511,0.6046046046046046,0.595,1273856.0,4194304,0.904,0.89,0.9109999999999999,0.0062289646009589805,0.757,0.728,0.7989999999999999,0.014791889669680461,0.791,0.759,0.798,0.02066881709242207,0.583,0.558,0.5885999999999999,0.014022838514366497
25,d059b15f-5106-4f57-bd25-1cb04c6ea4c7,reflexive,2000,1000,500,0.001,0,0,12,mlp,-1,0.0,gpt2-medium,0.5375962257385254,0.5362575352191925,0.9674674674674675,0.48598598598598597,0.963,0.511,0.5670670670670671,0.549,1334272.0,8388608,0.904,0.916,0.9042,0.007082372483850316,0.757,0.765,0.7468,0.012122705968553402,0.791,0.797,0.792,0.007823042886243185,0.583,0.575,0.5696,0.009769339793455808
26,fa538a2d-a031-4aad-81db-d9055e610aed,reflexive,2000,1000,500,0.001,0,0,13,attn,-1,0.0,gpt2-medium,0.42122604697942734,0.41301414370536804,0.9974974974974975,0.48598598598598597,1.0,0.511,0.581081081081081,0.593,1265664.0,4194304,0.904,0.906,0.9182,0.002039607805437116,0.757,0.77,0.7914,0.01295530779256133,0.791,0.8,0.7867999999999999,0.019312172327317276,0.583,0.581,0.601,0.015165750888103116
27,515c2e4e-51b4-4b60-a14f-f29a154b39a9,reflexive,2000,1000,500,0.001,0,0,13,mlp,-1,0.0,gpt2-medium,0.5694169402122498,0.5633614957332611,0.9429429429429429,0.48598598598598597,0.956,0.511,0.53003003003003,0.526,1268736.0,8388608,0.904,0.919,0.9052,0.006079473661428271,0.757,0.788,0.7538,0.015458331087151693,0.791,0.796,0.792,0.013475904422338427,0.583,0.58,0.5858000000000001,0.01225397894563228
