,model_id,label,train length,dev length,test length,batch_size,lr,seed,target_layer,operation,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl,random ablate acc,random ablate kl,random ablate mlm acc,random ablate mlm kl
0,a9b99672-a786-4943-89a4-1982227b20e9,tag,16521,1522,15977,16,0.001,0,0,attn,0.0,roberta,roberta-base,1.8866549384209417,1.8774323264757793,0.7580614981600449,0.16297636125491174,0.7137760530762972,0.16880515741378233,258764.0,2359296,0.9303838646714379,0.9303838646714379,0.01406575676366425,0.46275395033860045,0.4597441685477803,0.028139658311509476,0.9303838646714379,0.0011574376614433492,0.46275395033860045,0.0062402089436848955
1,d1cf7073-d041-42f1-857d-640f0a5d292c,tag,16521,1522,15977,16,0.001,0,0,mlp,0.0,roberta,roberta-base,1.7574713922316028,1.7556833426157634,0.9115248116555632,0.1643733266919868,0.8880265381485886,0.16880515741378233,295174.0,4718592,0.9759271307742355,0.9362394274560832,0.1254381069364529,0.43340857787810383,0.39879608728367194,0.2422876178635252,0.9765777488614183,0.021802863752058595,0.4477050413844996,0.05283970542201608
2,3c77846c-9a70-4eb3-b52d-10b5fd693d32,tag,16521,1522,15977,16,0.001,0,1,attn,0.0,roberta,roberta-base,1.8189769368017874,1.8154605825742085,0.7802657019896464,0.16297636125491174,0.7441947799962446,0.16880515741378233,239159.0,2359296,0.9290826284970722,0.929733246584255,0.011148771684357463,0.45372460496614,0.4431903686982694,0.06135185936324304,0.929733246584255,0.0024984622823780982,0.4507148231753198,0.01305215891543145
3,c78694e7-5cfd-4205-a73a-c441d8b78914,tag,16521,1522,15977,16,0.001,0,1,mlp,0.0,roberta,roberta-base,1.7438920986267827,1.7381130456924438,0.9335035178382417,0.1643733266919868,0.9132502973023722,0.16880515741378233,295086.0,4718592,0.9290826284970722,0.9219258295380611,0.07125454408128151,0.40481565086531224,0.36644093303235514,0.21508341287651664,0.9277813923227066,0.024972045739595192,0.4115876598946576,0.07058080324470055
4,223d413b-13af-423c-a3db-1cdb463c4927,tag,16521,1522,15977,16,0.001,0,2,attn,0.0,roberta,roberta-base,1.8170824781540902,1.81484854221344,0.7568764423376786,0.16297636125491174,0.7231019590661576,0.16880515741378233,197828.0,2359296,0.9284320104098894,0.9284320104098894,0.020621564687655667,0.44243792325056436,0.43115124153498874,0.10415406008247508,0.9284320104098894,0.006038931335965456,0.45221971407072986,0.038101156104140214
5,a054b849-e94c-44b9-9a5d-1c50f03f91e8,tag,16521,1522,15977,16,0.001,0,2,mlp,0.0,roberta,roberta-base,1.744030677503155,1.7392010887463887,0.9401033559554199,0.1643733266919868,0.9228891531576642,0.16880515741378233,301206.0,4718592,0.9141184124918673,0.9050097592713078,0.061331029828679044,0.3619262603461249,0.32806621519939805,0.2716400169447188,0.9141184124918673,0.025943076059891174,0.3709556057185854,0.12095743126219785
6,4b9092a9-a0fe-45d8-85f8-5252d211edc2,tag,16521,1522,15977,16,0.001,0,3,attn,0.0,roberta,roberta-base,1.8378622358845127,1.8385459582010906,0.674421505644608,0.16297636125491174,0.634599737122113,0.16880515741378233,199723.0,2359296,0.9277813923227066,0.9271307742355237,0.027216418036099137,0.44168547780285927,0.4115876598946576,0.15822777557947118,0.9290826284970722,0.009234431508150516,0.4492099322799097,0.053758510707284025
7,17645250-d80a-422c-9e76-49d7482d9234,tag,16521,1522,15977,16,0.001,0,3,mlp,0.0,roberta,roberta-base,1.7517735515871355,1.7463253736495972,0.9420334972915758,0.1643733266919868,0.9258934718658071,0.16880515741378233,305538.0,4718592,0.9193233571893299,0.9141184124918673,0.06088672804227493,0.38826185101580135,0.3513920240782543,0.20785625793594809,0.9212752114508783,0.017965722564915673,0.3897667419112114,0.07934284425481447
8,6de1079a-28de-4849-a7c3-516478cc254a,tag,16521,1522,15977,16,0.001,0,4,attn,0.0,roberta,roberta-base,1.837372322236338,1.844372848669688,0.7672924593026882,0.16297636125491174,0.7327408149214496,0.16880515741378233,212646.0,2359296,0.9238776837996097,0.9063109954456734,0.06309582245528271,0.4394281414597442,0.4198645598194131,0.14795641759179246,0.9238776837996097,0.007503845199952284,0.43867569601203915,0.04376989670316468
9,fd63c826-e127-4194-be83-cbccd5dbe907,tag,16521,1522,15977,16,0.001,0,4,mlp,0.0,roberta,roberta-base,1.7571611942783478,1.7566080292065938,0.936429861154349,0.1643733266919868,0.9207610940727295,0.16880515741378233,308133.0,4718592,0.9128171763175016,0.9011060507482108,0.05207086090306299,0.38449962377727614,0.3649360421369451,0.18060488733158156,0.9193233571893299,0.020140189355119298,0.4115876598946576,0.0748302324810272
