,model_id,data_seed,model_seed,target_layer,residual_location,target_position,model path,Same Train Pre Erasure Probe Acc,Same Train Post Erasure Probe Acc,Same Test Pre Erasure Probe Acc,Same Test Post Erasure Probe Acc,Same train acc,Same test acc,Diff train acc,Diff test acc
0,fd494b56-a3dd-4a25-bff7-024c39322152,0,0,0,resid_mid,4,../Model/Algorithmic_Train/Shared_Nodes/model_LR_0.001_Seed_0_10000,0.27241874,0.056520037,0.27114332,0.05422866,0.026367314,0.030540328,0.032371752,0.03523884
1,909d7dfb-b42b-42e0-9d56-f130924de16d,0,0,0,resid_post,4,../Model/Algorithmic_Train/Shared_Nodes/model_LR_0.001_Seed_0_10000,0.11943611,0.059522256,0.13018794,0.057752546,0.9934734,0.9637823,0.9963451,0.9712216
