,model_id,label,train length,dev length,test length,batch_size,lr,seed,target_layer,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl,random ablate acc,random ablate kl,random ablate mlm acc,random ablate mlm kl
0,62a3423b-99a6-4b16-b99d-b964652383fa,pos,16521,1522,15977,16,0.001,0,0,0.0,roberta,roberta-base,2.7807624147784327,2.725843071937561,0.5659672498599091,0.1241516717514476,0.5503536333479376,0.13187707329285847,435005.0,4718592,0.0,0.0,0.011418927700859274,0.0,0.0007524454477050414,0.009412667193387665,0.0,0.0032688257518959417,0.0,0.0034683958043542637
1,b139b55d-4aa0-4b4b-a4cd-4136139909cd,pos,16521,1522,15977,16,0.001,0,1,0.0,roberta,roberta-base,2.777688414819779,2.7276877959569297,0.5770499968868689,0.1241516717514476,0.5611816986918695,0.13187707329285847,464279.0,4718592,0.0,0.0,0.018668048786667158,0.0,0.0,0.014531751967086391,0.0,0.0038855539643306894,0.0,0.004243969110010978
2,3dd7c5f4-3550-4cd2-82e6-46782535c9eb,pos,16521,1522,15977,16,0.001,0,2,0.0,roberta,roberta-base,2.778689415224137,2.7297632296880088,0.578544299856796,0.1241516717514476,0.5630593978844589,0.13187707329285847,480162.0,4718592,0.0,0.0,0.023976402307533954,0.0,0.0,0.01960771473123222,0.0,0.0041651102188894635,0.0,0.004112456775949448
3,ad02778f-a128-42bb-9a43-dd82a05d8544,pos,16521,1522,15977,16,0.001,0,3,0.0,roberta,roberta-base,2.7845349388737834,2.7312873204549155,0.5748085424319781,0.1241516717514476,0.5582399699568129,0.13187707329285847,502169.0,4718592,0.0,0.0,0.030980772218226454,0.0,0.0,0.02760410811149419,0.0,0.004841278029015565,0.0,0.004985239561380884
4,e0606af4-cd14-4437-840d-dfcadbbc6ff9,pos,16521,1522,15977,16,0.001,0,4,0.0,roberta,roberta-base,2.788860155690101,2.7316006819407144,0.5654068862461864,0.1241516717514476,0.5499155035363334,0.13187707329285847,511735.0,4718592,0.0,0.0,0.037752378584117806,0.0,0.003762227238525207,0.03423336307476839,0.0,0.004858315107336895,0.0,0.0045687113604750106
5,e36dd1c7-02f6-4c8a-9ce6-8a1bdb5ee393,pos,16521,1522,15977,16,0.001,0,5,0.0,roberta,roberta-base,2.7896314128752677,2.735077460606893,0.573065188967063,0.1241516717514476,0.5509169431057145,0.13187707329285847,529746.0,4718592,0.0,0.0,0.04166198412784137,0.0,0.0,0.036293489041410956,0.0,0.005224316633593051,0.0,0.0048532134343844055
6,d940b1e2-a50e-4233-8b5a-e2569f216884,pos,16521,1522,15977,16,0.001,0,6,0.0,roberta,roberta-base,2.791281796270801,2.7348759174346924,0.5702633708984497,0.1241516717514476,0.5520435626212681,0.13187707329285847,542086.0,4718592,0.0,0.0,0.03626934242620822,0.0,0.0,0.03291092894864854,0.0,0.005046166920708462,0.0,0.004981873356551493
7,7fd92100-5ee0-49dd-98a9-958f0eb1d792,pos,16521,1522,15977,16,0.001,0,7,0.0,roberta,roberta-base,2.8000839871744954,2.7423847913742065,0.5617956540688624,0.1241516717514476,0.5449708956625149,0.13187707329285847,555332.0,4718592,0.0,0.0,0.033991206211941384,0.0,0.0,0.03290537194796663,0.0,0.006196662366739247,0.0,0.006579628019426172
8,f25148c8-77f2-4c12-a871-222e35c5278e,pos,16521,1522,15977,16,0.001,0,8,0.0,roberta,roberta-base,2.808057600452054,2.749766747156779,0.5575617956540688,0.1241516717514476,0.5457845653126369,0.13187707329285847,559205.0,4718592,0.0,0.0,0.046904857389788855,0.0,0.0,0.042722040410325256,0.0,0.0055819271288681275,0.0,0.00569540150099181
9,8941dd93-fcb4-4e50-a9e9-e0518813bf20,pos,16521,1522,15977,16,0.001,0,9,0.0,roberta,roberta-base,2.817021696798263,2.7578973372777305,0.5512732706556255,0.1241516717514476,0.5391500281654878,0.13187707329285847,573922.0,4718592,0.0,0.0,0.054953372238049976,0.0,0.0,0.05194272054954971,0.0,0.006184595935749558,0.0,0.006859270588090494
10,8996ad43-994b-4754-af7c-95b8f2e7ac5d,pos,16521,1522,15977,16,0.001,0,10,0.0,roberta,roberta-base,2.821396839234137,2.7609436909357705,0.5472884627358197,0.1241516717514476,0.5340802403454966,0.13187707329285847,588621.0,4718592,0.0,0.0,0.04809002451254473,0.0,0.0,0.04237396148383124,0.0,0.006742367592428749,0.0,0.007137505249298991
11,d146782c-9cc1-4730-914f-73e9a3b29c00,pos,16521,1522,15977,16,0.001,0,11,0.0,roberta,roberta-base,2.8380104303359985,2.7748149633407593,0.5327812714027769,0.1241516717514476,0.5251298741941541,0.13187707329285847,591774.0,4718592,0.0,0.0,0.05187089333071985,0.0,0.0,0.041170486209085776,0.0,0.00656786628877023,0.0,0.006785196859734322
