,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Male IID, ablated acc Male IID,random ablate acc mean Male IID,random ablate acc std Male IID, vanilla acc Male Gen, ablated acc Male Gen,random ablate acc mean Male Gen,random ablate acc std Male Gen, vanilla acc Female IID, ablated acc Female IID,random ablate acc mean Female IID,random ablate acc std Female IID, vanilla acc Female Gen, ablated acc Female Gen,random ablate acc mean Female Gen,random ablate acc std Female Gen
0,748de30a-b6a6-4106-9035-bd560ec0a9cc,reflexive,2000,1000,500,0.001,0,0,0,mlp,-1,0.0,gpt2-medium,0.3451566994190216,0.34158025681972504,0.9924924924924925,0.4804804804804805,0.998,0.491,0.5185185185185185,0.541,1435648.0,8388608,0.811,0.509,0.7434000000000001,0.039877813380374806,0.9928571428571429,0.5214285714285715,0.9928571428571429,0.00451753951452624,0.626,0.506,0.6115999999999999,0.01889550211029071,0.9785714285714285,0.55,0.9757142857142856,0.02539484119233025
