,model_id,multitask,agreement,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Test, ablated acc Test, kl Test
0,1820f0e0-0bc2-4204-b16c-9b0cbaef1b1e,False,False,3000,9577,500,0.001,0,0,0,attn,2,0.0,../Model/Algorithmic_Train/Two_Nodes/amod29_bmod31/b2793434-2414-488c-bf83-33afed4b7df0_999,3.0899250904719033,3.1658398270606996,0.9252273492758505,0.033007746716066017,0.9224182938289652,0.03633705753367443,0.4072078140788144,0.4097316487417772,46208.0,65536,0.9829800563850892,0.02735720998224914,5.001906745375368
1,dcf1120c-9c8b-4a1c-b529-9d28ea7c9248,False,False,3000,9577,500,0.001,0,0,0,mlp,2,0.0,../Model/Algorithmic_Train/Two_Nodes/amod29_bmod31/b2793434-2414-488c-bf83-33afed4b7df0_999,3.0971471071243286,3.1765194654464723,0.2657460424385315,0.033007746716066017,0.26083324631930666,0.03633705753367443,0.0906028965981812,0.09157356165813929,47872.0,131072,0.9829800563850892,0.5835856740106505,1.4018689792619718
