,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Same, ablated acc Same, vanilla acc Different, ablated acc Different,c_attn vanilla acc Same,c_attn ablated acc Same,c_attn vanilla acc Different,c_attn ablated acc Different,c_proj vanilla acc Same,c_proj ablated acc Same,c_proj vanilla acc Different,c_proj ablated acc Different,c_fc vanilla acc Same,c_fc ablated acc Same,c_fc vanilla acc Different,c_fc ablated acc Different
0,b1477748-7cb6-4dc1-9760-eeffaaf2093d,multitask,7500,5108,500,0.001,0,0,0,attn,4,0.0,../Model/Algorithmic_Train/Shared_Nodes/model_LR_0.001_Seed_0_10000,2.9736981550852457,3.008851007981734,1.0,0.03600588943916477,1.0,0.03465152701644479,0.5341989024227011,0.5254502740798747,25216.0,65536,1.0,0.017815191855912293,1.0,0.013116679718089271,1.0,0.035826155050900546,1.0,0.03563038371182459,1.0,0.027995301487862178,1.0,0.022709475332811275,,,,
1,f0e6bf9a-5758-4f58-a11a-2d3d92a00932,multitask,7500,5108,500,0.001,0,0,0,mlp,4,0.0,../Model/Algorithmic_Train/Shared_Nodes/model_LR_0.001_Seed_0_10000,2.704786777496338,2.739582646976818,0.7302904564315352,0.03600588943916477,0.7364917776037588,0.03465152701644479,0.11859188863605943,0.12509788566953797,27392.0,131072,1.0,0.9318715740015662,1.0,0.9034847298355521,,,,,1.0,1.0,1.0,1.0,1.0,0.8815583398590446,1.0,0.8617854346123728
