,model_id,label,train length,dev length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,model,model path,train loss,dev loss,train acc,dev acc
0,a7f36690-cbc4-4542-8775-275bafff80bd,tag,16521,1522,15977,16,0.01,0,0,0,attn,gpt_neox,EleutherAI/pythia-160m,0.4206480720350819,0.575594887137413,0.8710610270500183,0.8298291563987732
1,59f0f1a0-ea3a-46af-a976-0b68ec07aa5b,tag,16521,1522,15977,16,0.01,0,0,0,mlp,gpt_neox,EleutherAI/pythia-160m,0.2602354403465025,0.4211399455865224,0.9020304679870605,0.867936909198761
2,c121314b-4aec-4d7b-84dc-57908bff8d89,tag,16521,1522,15977,16,0.01,0,0,1,attn,gpt_neox,EleutherAI/pythia-160m,0.39283205064073684,0.5707206775744756,0.8788937926292419,0.827858030796051
3,92161a8e-30f5-41c8-8849-84fe1d7c4c07,tag,16521,1522,15977,16,0.01,0,0,1,mlp,gpt_neox,EleutherAI/pythia-160m,0.21867857272586516,0.43226442237695056,0.9342651963233948,0.8705649971961975
4,a276a721-ec12-4455-a07e-3ae873e48ef4,tag,16521,1522,15977,16,0.01,0,0,2,attn,gpt_neox,EleutherAI/pythia-160m,0.4333738617358669,0.670925498008728,0.86660236120224,0.7996057868003845
5,9f6327d1-29fd-4859-bbf9-b64f198f0021,tag,16521,1522,15977,16,0.01,0,0,2,mlp,gpt_neox,EleutherAI/pythia-160m,0.20412542875255307,0.38376133640607196,0.9431222677230835,0.8863337635993958
6,5c935ec0-3f09-410e-bf7c-9a5265d69d28,tag,16521,1522,15977,16,0.01,0,0,3,attn,gpt_neox,EleutherAI/pythia-160m,0.4127769426953408,0.6100745797157288,0.8735916018486023,0.8074901103973389
7,68bcde98-ec53-4512-91fe-eb79b7e5a26c,tag,16521,1522,15977,16,0.01,0,0,3,mlp,gpt_neox,EleutherAI/pythia-160m,0.33830792336694654,0.48395271599292755,0.9256492257118225,0.8791064023971558
8,b6af2152-b6c6-4fd7-a5fd-8d1436cd5483,tag,16521,1522,15977,16,0.01,0,0,4,attn,gpt_neox,EleutherAI/pythia-160m,1.1046801843950826,1.332090179125468,0.6467433571815491,0.5801576972007751
9,64e8e0b6-b326-41d9-8434-db94c031532e,tag,16521,1522,15977,16,0.01,0,0,4,mlp,gpt_neox,EleutherAI/pythia-160m,0.2237281919487061,0.4861516207456589,0.9291437864303589,0.8521682024002075
10,c3311390-cc56-4cf8-9c4b-f6872c63e9fb,tag,16521,1522,15977,16,0.01,0,0,5,attn,gpt_neox,EleutherAI/pythia-160m,1.1598509377048862,1.441309630870819,0.6343315243721008,0.5440210103988647
11,335c90c8-bc00-4c30-96fb-1f9022f87cc5,tag,16521,1522,15977,16,0.01,0,0,5,mlp,gpt_neox,EleutherAI/pythia-160m,0.23410491020448745,0.4288559854030609,0.9286618232727051,0.8685939311981201
