,Unnamed: 0,model_id,label,train length,dev length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl,random ablate kl mean,random ablate kl std,all random ablate kls,random ablate mlm kl mean,random ablate mlm kl std,all random ablate mlm kls
58,22,cca07575-1505-4a7d-91ee-ebb4fd611ac2,dep,16521,1522,15977,16,0.001,0,1,9,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.670335861944383,2.762916723887125,0.6796588008218666,0.1164933690305709,0.6265256305939788,0.1169806596983163,521347.0,4718592,0.105799872530274,0.0503505417463352,1.003618229415631,-1,-1,-1,0.1735236883315408,0.0,[0.1735236883315408],-1.0,-1,[-1]
59,23,7d6447ac-8ae3-47b2-8887-0d32c4d156ed,dep,16521,1522,15977,16,0.001,0,2,9,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.671314354865782,2.763125022252401,0.673619326318411,0.1164933690305709,0.6225824622895412,0.1169806596983163,516359.0,4718592,0.1096239643084767,0.0554493307839388,0.9486053641849904,-1,-1,-1,0.1573139723126792,0.0,[0.15731397231267927],-1.0,-1,[-1]
60,24,cc7f1cee-f4bb-4396-8e92-7a5e129739cc,dep,16521,1522,15977,16,0.001,0,0,10,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.7702998845807967,2.832884271939596,0.5269756127986028,0.1163225846691199,0.5184953370470051,0.1169806596983163,536708.0,2359296,0.0019120458891013,0.0,8.97026432540631,-1,-1,-1,6.494241455544933,0.0,[6.494241455544933],-1.0,-1,[-1]
61,25,6bcb484a-9878-49e9-ad01-a2ab8bd52663,dep,16521,1522,15977,16,0.001,0,1,10,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.7651958081030075,2.827873468399048,0.5246055011538702,0.1163225846691199,0.5099831007072667,0.1169806596983163,563973.0,2359296,0.0006373486297004,0.0012746972594008,6.79972128445666,-1,-1,-1,6.572559402884003,0.0,[6.572559402884003],-1.0,-1,[-1]
62,26,26735980-3955-4958-8081-cfe07fa7b3cf,dep,16521,1522,15977,16,0.001,0,2,10,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.754833871318448,2.8253761529922485,0.5451880496476018,0.1163225846691199,0.5231895850284785,0.1169806596983163,553627.0,2359296,0.0,0.0,6.371238149298916,-1,-1,-1,5.812902699768961,0.0,[5.812902699768961],-1.0,-1,[-1]
63,27,df754266-5fed-488f-a68e-693a3b194776,dep,16521,1522,15977,16,0.001,0,0,10,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.6708103687532487,2.774417440096537,0.6879397297802129,0.1164933690305709,0.6298428991675533,0.1169806596983163,518159.0,4718592,0.1140854047163798,0.0675589547482472,1.032422621892925,-1,-1,-1,0.1211729420454658,0.0,[0.12117294204546586],-1.0,-1,[-1]
64,28,8e7582bf-7947-443a-976e-5988a2aa77ab,dep,16521,1522,15977,16,0.001,0,1,10,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.671743577526461,2.7735222578048706,0.6899321337401159,0.1164933690305709,0.6346623270951993,0.1169806596983163,515606.0,4718592,0.1007010834926704,0.034416826003824,1.92282262039914,-1,-1,-1,0.134794975557929,0.0,[0.13479497555792902],-1.0,-1,[-1]
65,29,d3011249-cc0f-482d-9a20-89185400eb62,dep,16521,1522,15977,16,0.001,0,2,10,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.673165113695206,2.7750014861424765,0.6926094265612353,0.1164933690305709,0.6372911059648244,0.1169806596983163,514040.0,4718592,0.0949649458253664,0.02868068833652,0.9713632694241954,-1,-1,-1,0.1117326141999283,0.0,[0.1117326141999283],-1.0,-1,[-1]
66,30,5e95e820-b451-4e19-bc2e-4463d2a3bade,dep,16521,1522,15977,16,0.001,0,0,11,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.797522767897575,2.869397679964701,0.4470155304684089,0.1163225846691199,0.4410715403392377,0.1169806596983163,503068.0,2359296,0.0019120458891013,0.0,7.7530890246574256,-1,-1,-1,7.113753037364563,0.0,[7.113753037364563],-1.0,-1,[-1]
67,31,b26ea8e8-faa8-41fe-924a-d112e12e1cba,dep,16521,1522,15977,16,0.001,0,1,11,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.8095346381587367,2.869300206502279,0.4562464916110522,0.1163225846691199,0.4363772923577643,0.1169806596983163,500600.0,2359296,0.0006373486297004,0.0,7.7023644140376035,-1,-1,-1,6.58655368666348,0.0,[6.58655368666348],-1.0,-1,[-1]
68,32,dcb4e562-3fa6-4d9e-a479-36ada8c99cae,dep,16521,1522,15977,16,0.001,0,2,11,attn,0.0,gpt_neox,EleutherAI/pythia-160m,2.8002931110320555,2.8726457357406616,0.4383459115574128,0.1163225846691199,0.4257369969330913,0.1169806596983163,448236.0,2359296,0.0006373486297004,0.0012746972594008,11.987255517049077,-1,-1,-1,5.451289510635755,0.0,[5.451289510635755],-1.0,-1,[-1]
69,33,145b9999-de29-43ad-a1f8-213fe3d03750,dep,16521,1522,15977,16,0.001,0,0,11,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.6769064703295307,2.7835567792256675,0.6830832451279497,0.1164933690305709,0.6194529636352256,0.1169806596983163,481551.0,4718592,0.0796685787125557,0.0312300828553218,3.669409008524538,-1,-1,-1,0.6503153132966858,0.0,[0.6503153132966858],-1.0,-1,[-1]
70,34,772f6fe4-13e3-413b-85e9-6fc69fa46518,dep,16521,1522,15977,16,0.001,0,1,11,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.677512514975763,2.7833868662516275,0.6795342755743727,0.1164933690305709,0.6198910934468298,0.1169806596983163,480164.0,4718592,0.0681963033779477,0.0235818992989165,3.85909304792065,-1,-1,-1,0.6960642166089069,0.0,[0.6960642166089069],-1.0,-1,[-1]
71,35,9e95c85c-a7d1-4bd7-9b10-be9402961ffd,dep,16521,1522,15977,16,0.001,0,2,11,mlp,0.0,gpt_neox,EleutherAI/pythia-160m,2.679922999874238,2.7847537199656167,0.6714401344872672,0.1164933690305709,0.6195155536083119,0.1169806596983163,481238.0,4718592,0.0783938814531548,0.041427660930529,3.3546602384082216,-1,-1,-1,0.6365869934198733,0.0,[0.6365869934198733],-1.0,-1,[-1]
