,model_id,label,train length,dev length,test length,batch_size,lr,seed,target_layer,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl
0,5b82d046-19da-488f-b79f-bd789f47e0c0,tag,16337,1589,16351,16,0.001,0,0,1.0,bert,bert-base-uncased,2.5542362889935895,2.5355513095855713,0.30011974538350034,0.16871494296338313,0.2972906855849795,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.021086254807435305,0.0,0.0,0.021272884173826737
1,1f56ed27-e68f-4c54-95c0-fb6056e5e457,tag,16337,1589,16351,16,0.001,0,1,1.0,bert,bert-base-uncased,2.554542379994546,2.535939852396647,0.291422449108212,0.16871494296338313,0.293193076876032,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.023000037240409086,0.0,0.0,0.02391493320465088
2,a304f9c2-a136-472b-8ab9-6e64546b0723,tag,16337,1589,16351,16,0.001,0,2,1.0,bert,bert-base-uncased,2.5576407640211043,2.539232055346171,0.2994895065229722,0.16871494296338313,0.30511895296923736,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.02215407591795571,0.0,0.0,0.020930561152371494
3,357469af-c8c8-4d52-98d4-fcfa560b001a,tag,16337,1589,16351,16,0.001,0,3,1.0,bert,bert-base-uncased,2.5580655451743834,2.5396467049916587,0.3037751307745636,0.16871494296338313,0.30933887835606383,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.02335661212019672,0.0,0.0,0.022790935906496914
4,363a6f95-eea6-4b14-8373-8ff452d2e7c6,tag,16337,1589,16351,16,0.001,0,4,1.0,bert,bert-base-uncased,2.560435971906108,2.5413848956425986,0.3134808092266969,0.16871494296338313,0.3141703871322855,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.020649763547848955,0.0,0.0,0.019891587170687588
5,c0a0a35f-24cb-475a-bdec-73b07558ad80,tag,16337,1589,16351,16,0.001,0,5,1.0,bert,bert-base-uncased,2.5614683628082275,2.542605717976888,0.30736749227957394,0.16871494296338313,0.30462968625772124,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.02369973624500636,0.0,0.0,0.023969132791865955
6,6afb7a2e-7c17-4851-ac78-043e7d66065f,tag,16337,1589,16351,16,0.001,0,6,1.0,bert,bert-base-uncased,2.5640233101383334,2.545094132423401,0.3085019222285246,0.16871494296338313,0.30261146107271725,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.019492125161021986,0.0,0.0,0.0203062810681083
7,ded5baec-9178-405f-96d5-24f82fda3fe1,tag,16337,1589,16351,16,0.001,0,7,1.0,bert,bert-base-uncased,2.5632657581760037,2.5447378158569336,0.29432154786664144,0.16871494296338313,0.29356002690966915,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.0209518147406177,0.0,0.0,0.02032902024009011
8,42c70125-e5ce-4aad-92fc-5c752792626e,tag,16337,1589,16351,16,0.001,0,8,1.0,bert,bert-base-uncased,2.565001945341787,2.545597473780314,0.28984685195689164,0.16871494296338313,0.2938658186043667,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.02278000203885128,0.0,0.0,0.0207191678610715
9,e01360b8-5f7b-4788-86e0-69357b4790f4,tag,16337,1589,16351,16,0.001,0,9,1.0,bert,bert-base-uncased,2.56668238101467,2.5477445920308432,0.30156929476271505,0.16871494296338313,0.29900311907528593,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.02248160511215475,0.0,0.0,0.0210639319636605
10,8d313d4a-3977-4a5f-83e9-bec0d7ebec54,tag,16337,1589,16351,16,0.001,0,10,1.0,bert,bert-base-uncased,2.5704030759872927,2.551094730695089,0.30005672149744755,0.16871494296338313,0.2990642774142254,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.023382133412583966,0.0,0.0,0.022341279820962387
11,fd2a4965-6c79-439c-8799-fa95d279405a,tag,16337,1589,16351,16,0.001,0,11,1.0,bert,bert-base-uncased,2.5696457239889328,2.5506086349487305,0.3200352933761896,0.16871494296338313,0.3197357959757813,0.16928628218457586,4718592.0,4718592,0.0,0.0,0.021214422778548483,0.0,0.0,0.021065439690243114
