,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc IID, ablated acc IID,random ablate acc mean IID,random ablate acc std IID, vanilla acc Gen, ablated acc Gen,random ablate acc mean Gen,random ablate acc std Gen
0,b0d08307-10b1-4814-abcc-841ddcba439b,agreement,2000,1000,500,0.001,0,0,0,attn,-1,0.0,gpt2-medium,0.6649467051029205,0.6665058732032776,0.8128128128128128,0.4894894894894895,0.811,0.52,0.527027027027027,0.529,1071104.0,4194304,0.975,0.978,0.9702,0.001166190378969061,1.0,1.0,1.0,0.0
1,6c82884b-6fc3-4700-a3ee-79498c52a295,agreement,2000,1000,500,0.001,0,0,0,mlp,-1,0.0,gpt2-medium,0.6937742680311203,0.6931987106800079,0.4894894894894895,0.4894894894894895,0.52,0.52,0.5185185185185185,0.466,0.0,8388608,0.975,0.975,0.975,0.0,1.0,1.0,1.0,0.0
2,26b0092e-def1-480f-b687-386b618247c3,agreement,2000,1000,500,0.001,0,0,1,attn,-1,0.0,gpt2-medium,0.4834238588809967,0.4890519082546234,0.9844844844844844,0.4894894894894895,0.986,0.52,0.5145145145145145,0.54,703488.0,4194304,0.975,0.975,0.9692000000000001,0.002785677655436826,1.0,1.0,1.0,0.0
3,9bc750d1-4288-43bb-bcba-e57e76ab1885,agreement,2000,1000,500,0.001,0,0,1,mlp,-1,0.0,gpt2-medium,0.6937742680311203,0.6931987106800079,0.4894894894894895,0.4894894894894895,0.52,0.52,0.515015015015015,0.506,0.0,8388608,0.975,0.975,0.975,0.0,1.0,1.0,1.0,0.0
4,aeb0175d-a3bb-4723-8ecf-497bf9136ff0,agreement,2000,1000,500,0.001,0,0,2,attn,-1,0.0,gpt2-medium,0.5365316867828369,0.5433108806610107,0.992992992992993,0.4894894894894895,0.992,0.52,0.5680680680680681,0.521,999424.0,4194304,0.975,0.97,0.9708,0.0017204650534085267,1.0,1.0,1.0,0.0
5,119f1956-7d98-4883-b5ac-f40413958949,agreement,2000,1000,500,0.001,0,0,2,mlp,-1,0.0,gpt2-medium,0.6893270462751389,0.6908360719680786,0.4034034034034034,0.4894894894894895,0.441,0.52,0.487987987987988,0.481,148480.0,8388608,0.975,0.965,0.976,0.002280350850198278,1.0,1.0,1.0,0.0
6,04220153-e1cb-462d-a780-f0f96e2da75b,agreement,2000,1000,500,0.001,0,0,3,attn,-1,0.0,gpt2-medium,0.4521864205598831,0.4629705101251602,0.9984984984984985,0.4894894894894895,0.998,0.52,0.4934934934934935,0.509,1076224.0,4194304,0.975,0.967,0.9676,0.003611094017053561,1.0,1.0,1.0,0.0
7,5c0f1052-2e7e-4cb4-8c70-55ab693da2d3,agreement,2000,1000,500,0.001,0,0,3,mlp,-1,0.0,gpt2-medium,0.6937742680311203,0.6931987106800079,0.4894894894894895,0.4894894894894895,0.52,0.52,0.495995995995996,0.467,0.0,8388608,0.975,0.975,0.975,0.0,1.0,1.0,1.0,0.0
8,a1cd6fcf-695a-42bf-af5a-061640300fdf,agreement,2000,1000,500,0.001,0,0,4,attn,-1,0.0,gpt2-medium,0.25864647328853607,0.2647753059864044,0.997997997997998,0.4894894894894895,0.998,0.52,0.4844844844844845,0.49,1031168.0,4194304,0.975,0.974,0.9763999999999999,0.003929376540877704,1.0,1.0,1.0,0.0
9,4e11bdd4-ce80-48ed-8e25-e1c583fe1f58,agreement,2000,1000,500,0.001,0,0,4,mlp,-1,0.0,gpt2-medium,0.6937742680311203,0.6931987106800079,0.4894894894894895,0.4894894894894895,0.52,0.52,0.513013013013013,0.47,0.0,8388608,0.975,0.975,0.975,0.0,1.0,1.0,1.0,0.0
10,161d4123-a7e3-4daf-afa8-477a86ddb4a5,agreement,2000,1000,500,0.001,0,0,5,attn,-1,0.0,gpt2-medium,0.3940954953432083,0.39332160353660583,1.0,0.4894894894894895,1.0,0.52,0.534034034034034,0.526,1091584.0,4194304,0.975,0.967,0.968,0.0045166359162544896,1.0,1.0,1.0,0.0
11,5e89ceb0-8cfe-460a-99ed-515ad8a81ec7,agreement,2000,1000,500,0.001,0,0,5,mlp,-1,0.0,gpt2-medium,0.6937742680311203,0.6931987106800079,0.4894894894894895,0.4894894894894895,0.52,0.52,0.5035035035035035,0.509,1024.0,8388608,0.975,0.975,0.975,0.0,1.0,1.0,1.0,0.0
12,73214289-2dbe-4462-b7ae-c227cc7bd2b0,agreement,2000,1000,500,0.001,0,0,6,attn,-1,0.0,gpt2-medium,0.14833645522594452,0.148444764316082,1.0,0.4894894894894895,1.0,0.52,0.5820820820820821,0.519,1022976.0,4194304,0.975,0.97,0.962,0.0018973665961010292,1.0,1.0,1.0,0.0
13,4a6c895c-563c-4f09-9672-85862f9b8b4b,agreement,2000,1000,500,0.001,0,0,6,mlp,-1,0.0,gpt2-medium,0.6937741786241531,0.6931986510753632,0.4894894894894895,0.4894894894894895,0.52,0.52,0.507007007007007,0.465,6144.0,8388608,0.975,0.965,0.9753999999999999,0.0008000000000000007,1.0,1.0,1.0,0.0
14,8597eafd-f24a-4554-80b5-dca9ebd0678d,agreement,2000,1000,500,0.001,0,0,7,attn,-1,0.0,gpt2-medium,0.3853273093700409,0.3881908655166626,1.0,0.4894894894894895,1.0,0.52,0.6761761761761762,0.622,1001472.0,4194304,0.975,0.962,0.9788,0.00271293199325011,1.0,1.0,1.0,0.0
15,70c8d557-972f-4cac-9887-b2010d499875,agreement,2000,1000,500,0.001,0,0,7,mlp,-1,0.0,gpt2-medium,0.6689303368330002,0.6704897880554199,0.5935935935935935,0.4894894894894895,0.618,0.52,0.5215215215215215,0.472,401408.0,8388608,0.975,0.979,0.974,0.001264911064067353,1.0,1.0,1.0,0.0
16,dfe5f3bf-bbf5-48fc-9bf5-07a0e770abcb,agreement,2000,1000,500,0.001,0,0,8,attn,-1,0.0,gpt2-medium,0.16824904084205627,0.1702921912074089,1.0,0.4894894894894895,1.0,0.52,0.545045045045045,0.511,1077248.0,4194304,0.975,0.973,0.9696,0.001743559577416271,1.0,1.0,1.0,0.0
17,13d42102-e7ca-4dcd-8133-2b86db31baa4,agreement,2000,1000,500,0.001,0,0,8,mlp,-1,0.0,gpt2-medium,0.6738646924495697,0.6790324449539185,0.7007007007007007,0.4894894894894895,0.662,0.52,0.5145145145145145,0.474,459776.0,8388608,0.975,0.971,0.9761999999999998,0.002400000000000002,1.0,1.0,1.0,0.0
18,dd9baaeb-9ec0-4ca0-a685-f328ba17ccac,agreement,2000,1000,500,0.001,0,0,9,attn,-1,0.0,gpt2-medium,0.2199585773050785,0.21719404309988022,0.997997997997998,0.4894894894894895,0.999,0.52,0.5575575575575575,0.523,998400.0,4194304,0.975,0.975,0.9705999999999999,0.003611094017053561,1.0,1.0,1.0,0.0
19,fe092c62-c544-4ca6-9fd3-3771b3fed665,agreement,2000,1000,500,0.001,0,0,9,mlp,-1,0.0,gpt2-medium,0.6721455007791519,0.6751250624656677,0.8243243243243243,0.4894894894894895,0.816,0.52,0.5230230230230231,0.497,576512.0,8388608,0.975,0.979,0.9763999999999999,0.003136877428271627,1.0,1.0,1.0,0.0
20,88c01286-2db4-4bed-b368-b42d2e47af0e,agreement,2000,1000,500,0.001,0,0,10,attn,-1,0.0,gpt2-medium,0.22424690797924995,0.22871900349855423,1.0,0.4894894894894895,1.0,0.52,0.5975975975975976,0.555,1086464.0,4194304,0.975,0.964,0.9720000000000001,0.0027568097504180465,1.0,1.0,1.0,0.0
21,3e80fd51-47d4-4c23-8347-fdce1b6fede3,agreement,2000,1000,500,0.001,0,0,10,mlp,-1,0.0,gpt2-medium,0.5485779941082001,0.546068400144577,0.8803803803803804,0.4894894894894895,0.882,0.52,0.5185185185185185,0.513,763904.0,8388608,0.975,0.965,0.9795999999999999,0.002244994432064367,1.0,1.0,1.0,0.0
22,2e44e774-6f98-47a1-8285-8b1932c9b82c,agreement,2000,1000,500,0.001,0,0,11,attn,-1,0.0,gpt2-medium,0.3060339093208313,0.30981217324733734,1.0,0.4894894894894895,1.0,0.52,0.5570570570570571,0.495,1053696.0,4194304,0.975,0.972,0.9747999999999999,0.0019390719429665335,1.0,1.0,1.0,0.0
