,model_id,label,train length,dev length,test length,batch_size,lr,seed,target_layer,mask_init,model,model path,train loss,dev loss,knn dev acc,dev majority acc,knn test acc,test majority acc,L0 Norm,L0 Max,vanilla acc,ablated acc,kl,mlm vanilla acc,mlm ablated acc,mlm kl
0,e1189004-5b77-4dff-86da-d65bdc7110fb,pos,16521,1522,15977,16,0.001,0,0,1.0,electra,google/electra-small-generator,3.2291789900872017,3.1623515288035073,0.6313332503423379,0.12386406074940869,0.6400450647806222,0.13187707329285847,524288.0,524288,1.0,0.9087378640776699,0.39492590450546117,0.5440340909090909,0.24431818181818182,2.3991132216020064
1,cec0de76-5fc9-404a-b343-e059c36d865b,pos,16521,1522,15977,16,0.001,0,1,1.0,electra,google/electra-small-generator,3.3140428796891244,3.2514414389928183,0.607307357151749,0.12386406074940869,0.6125054766226451,0.13187707329285847,524288.0,524288,1.0,1.0,0.0004133589830984961,0.5440340909090909,0.5269886363636364,0.14262248169292102
2,e18ebe59-ec14-4e30-9431-3141edd9a8ef,pos,16521,1522,15977,16,0.001,0,2,1.0,electra,google/electra-small-generator,3.325007600169028,3.2558470169703164,0.5449396240507904,0.12386406074940869,0.547411904612881,0.13187707329285847,524288.0,524288,1.0,1.0,0.000631295091511748,0.5440340909090909,0.5220170454545454,0.13781118392944336
3,a3162412-02e7-44b8-b0a1-98e637116e20,pos,16521,1522,15977,16,0.001,0,3,1.0,electra,google/electra-small-generator,3.329886882535873,3.263059973716736,0.5628656790738205,0.12386406074940869,0.565688176754084,0.13187707329285847,524288.0,524288,1.0,1.0,0.00024060894370464832,0.5440340909090909,0.5227272727272727,0.10185035792264072
4,d3dc0a5e-d950-427f-be2b-77f8576d715b,pos,16521,1522,15977,16,0.001,0,4,1.0,electra,google/electra-small-generator,3.343652836738094,3.274167537689209,0.5019295406448401,0.12386406074940869,0.5040996432371534,0.13187707329285847,524288.0,524288,1.0,1.0,0.00027381563649594206,0.5440340909090909,0.5227272727272727,0.09900921041315253
5,94154e41-6096-4f23-acc2-5e5b47de3d01,pos,16521,1522,15977,16,0.001,0,5,1.0,electra,google/electra-small-generator,3.3393546035212855,3.2707240184148154,0.5192331632017926,0.12386406074940869,0.5235651248669964,0.13187707329285847,524288.0,524288,1.0,1.0,0.0003925257901929343,0.5440340909090909,0.5241477272727273,0.11713131991299716
6,3227ca13-809d-4a70-8522-49222a448381,pos,16521,1522,15977,16,0.001,0,6,1.0,electra,google/electra-small-generator,3.320454958946474,3.2514913082122803,0.5379061371841155,0.12386406074940869,0.5487888840207799,0.13187707329285847,524288.0,524288,1.0,1.0,0.0003309930798305277,0.5440340909090909,0.5255681818181818,0.1164159124547785
7,4ccc708d-3f00-4b0a-a297-f550dbe6ae38,pos,16521,1522,15977,16,0.001,0,7,1.0,electra,google/electra-small-generator,3.3130606758979058,3.2426149447758994,0.5531557326030125,0.12386406074940869,0.5571133504412593,0.13187707329285847,524288.0,524288,1.0,1.0,0.0006837482205486606,0.5440340909090909,0.5262784090909091,0.16911980238827792
8,a6ab4d79-7a0d-494c-a620-d5ec971f2a33,pos,16521,1522,15977,16,0.001,0,8,1.0,electra,google/electra-small-generator,3.2944278947768675,3.2233223915100098,0.5863313830449396,0.12386406074940869,0.5847781185454091,0.13187707329285847,524288.0,524288,1.0,1.0,0.000511156085239645,0.5440340909090909,0.5269886363636364,0.16047997908158737
9,60e2c0b0-8e90-4e6a-9eea-47d415e353b5,pos,16521,1522,15977,16,0.001,0,9,1.0,electra,google/electra-small-generator,3.270158133199138,3.2001487016677856,0.5850865181127848,0.12386406074940869,0.5941040245352694,0.13187707329285847,524288.0,524288,1.0,1.0,0.0004632013129570723,0.5440340909090909,0.5248579545454546,0.14658104289661755
10,ce939013-5797-42fe-b5be-dfd222df2d64,pos,16521,1522,15977,16,0.001,0,10,1.0,electra,google/electra-small-generator,3.24243640130566,3.1740856568018594,0.5772438690402092,0.12386406074940869,0.5840270388683733,0.13187707329285847,524288.0,524288,1.0,1.0,0.0008238349531846525,0.5440340909090909,0.5205965909090909,0.16589858315207742
11,0081e762-7169-492e-8b1f-5bde35c8727f,pos,16521,1522,15977,16,0.001,0,11,1.0,electra,google/electra-small-generator,3.2472254191675494,3.176206390062968,0.6210631146520602,0.12386406074940869,0.6247105213744758,0.13187707329285847,524288.0,524288,1.0,0.9592233009708738,0.1709803115202771,0.5440340909090909,0.5085227272727273,0.3792158473621715
