,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,model path,train loss,test loss,train acc,test acc
0,1bc11900-4005-4367-9229-d1f562bbe3ff,7500,5108,500,0.1,0,0,0,attn,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2/f6c7629b-046c-4eae-9f70-4ee6bfc6c08c_final,0.09931082824865976,0.10799678008664738,1.0,1.0
1,e62ca551-598f-4783-a776-d478dc041003,7500,5108,500,0.1,0,0,0,mlp,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2/f6c7629b-046c-4eae-9f70-4ee6bfc6c08c_final,3.416170533498128,3.8359718972986396,0.11959999799728394,0.03582615405321121
