,model_id,multitask,agreement,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Test, ablated acc Test, kl Test
0,f2d4bcec-c89a-4a0e-b4cd-00e5b0f81531,False,False,4000,8300,500,0.001,0,0,0,attn,2,0.0,../Model/Algorithmic_Train/Grokking/a2_b/568e7cac-54d6-4f6e-a4fc-2065f0a8debe_699,3.926613926887512,3.9335609323838177,0.5341110829317778,0.009130103981739792,0.5431325301204819,0.008433734939759036,0.2254628455490743,0.2304819277108434,35456.0,65536,0.05927710843373494,0.008554216867469879,2.7694331484934556
1,bab21916-439e-4dac-8070-1302bc4f9395,False,False,4000,8300,500,0.001,0,0,0,mlp,2,0.0,../Model/Algorithmic_Train/Grokking/a2_b/568e7cac-54d6-4f6e-a4fc-2065f0a8debe_699,3.8264022171497345,3.8480912236606373,0.17195029165609943,0.009130103981739792,0.15674698795180722,0.008433734939759036,0.054273395891453205,0.07795180722891566,33024.0,131072,0.05927710843373494,0.01963855421686747,1.584052184326512
