,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Male IID, ablated acc Male IID,random ablate acc mean Male IID,random ablate acc std Male IID, vanilla acc Male Gen, ablated acc Male Gen,random ablate acc mean Male Gen,random ablate acc std Male Gen, vanilla acc Female IID, ablated acc Female IID,random ablate acc mean Female IID,random ablate acc std Female IID, vanilla acc Female Gen, ablated acc Female Gen,random ablate acc mean Female Gen,random ablate acc std Female Gen
0,69ae43ae-8050-4c6a-97e2-5320818d6a00,reflexive,2000,1000,500,0.001,0,0,0,attn,-1,0.0,gpt2-medium,0.5291087627410889,0.5269300043582916,0.9564564564564565,0.4804804804804805,0.955,0.491,0.5890890890890891,0.613,1069056.0,4194304,0.352,0.703,0.5606,0.09684337871016273,0.9285714285714286,1.0,0.9771428571428572,0.018294640678379583,0.467,0.649,0.5471999999999999,0.03462022530255976,0.8285714285714286,0.9928571428571429,0.9728571428571428,0.015252968931473288
1,e2a4d4a5-0a11-4b5f-be93-2adddca2884e,reflexive,2000,1000,500,0.001,0,0,0,mlp,-1,0.0,gpt2-medium,0.2526078000664711,0.25002436339855194,1.0,0.4804804804804805,1.0,0.491,0.5770770770770771,0.594,2154496.0,8388608,0.524,0.481,0.4904,0.009562426470305545,0.5142857142857142,0.45,0.47000000000000003,0.040758121764820306,0.492,0.449,0.5050000000000001,0.017561321134812166,0.44285714285714284,0.5,0.5314285714285714,0.016035674514745475
2,89fdb2b7-efa9-4fdc-b471-3b4d3148e8eb,reflexive,2000,1000,500,0.001,0,0,1,attn,-1,0.0,gpt2-medium,0.6263453364372253,0.6254663467407227,0.8218218218218218,0.4804804804804805,0.826,0.491,0.5920920920920921,0.59,926720.0,4194304,0.779,0.718,0.8103999999999999,0.01689496966555427,0.9928571428571429,0.9928571428571429,0.9928571428571429,0.0,0.598,0.589,0.6138,0.012749901960407393,0.9785714285714285,0.9785714285714285,0.9799999999999999,0.0028571428571428914
3,6daeebc9-f04b-45ac-a8e9-2786b9870e5e,reflexive,2000,1000,500,0.001,0,0,1,mlp,-1,0.0,gpt2-medium,0.2909698635339737,0.2881651818752289,0.993993993993994,0.4804804804804805,0.991,0.491,0.5590590590590591,0.601,1914880.0,8388608,0.518,0.508,0.694,0.04911618877722497,1.0,1.0,0.9985714285714286,0.002857142857142847,0.515,0.531,0.532,0.01037304198391196,0.8714285714285714,0.9142857142857143,0.9785714285714286,0.009035079029052533
4,08c12ebd-6134-4c1e-b6b0-86a6a34824d6,reflexive,2000,1000,500,0.001,0,0,2,attn,-1,0.0,gpt2-medium,0.6341060549020767,0.6352781355381012,0.8983983983983984,0.4804804804804805,0.894,0.491,0.6161161161161162,0.618,705536.0,4194304,0.659,0.71,0.7337999999999999,0.0410190199785417,0.9928571428571429,1.0,0.9942857142857143,0.002857142857142847,0.602,0.609,0.6198,0.012828094168659671,0.9928571428571429,1.0,0.9971428571428571,0.0057142857142856935
5,548352d2-d22f-4795-a634-c2fb1233137e,reflexive,2000,1000,500,0.001,0,0,2,mlp,-1,0.0,gpt2-medium,0.28472524881362915,0.2818358242511749,0.9974974974974975,0.4804804804804805,1.0,0.491,0.5845845845845846,0.621,1928192.0,8388608,0.48,0.554,0.5596,0.0992745687474894,0.95,0.9785714285714285,0.9785714285714284,0.006388765649999426,0.477,0.495,0.5384,0.013290598180668932,0.7857142857142857,0.9428571428571428,0.9457142857142857,0.028784916685156984
6,baa1a45c-2c03-4564-831c-1fd9bc273a71,reflexive,2000,1000,500,0.001,0,0,3,attn,-1,0.0,gpt2-medium,0.623521700501442,0.6228399276733398,0.9409409409409409,0.4804804804804805,0.936,0.491,0.5715715715715716,0.585,703488.0,4194304,0.246,0.279,0.3478,0.03443486605172148,0.9785714285714285,0.9928571428571429,0.9885714285714287,0.0034992710611188135,0.456,0.481,0.4814,0.015147276983009194,0.9714285714285714,0.9714285714285714,0.9728571428571428,0.005345224838248469
7,f19af3a5-9729-4e81-87bd-32e2ac99741f,reflexive,2000,1000,500,0.001,0,0,3,mlp,-1,0.0,gpt2-medium,0.27052756398916245,0.2684229165315628,1.0,0.4804804804804805,1.0,0.491,0.5880880880880881,0.607,1862656.0,8388608,0.343,0.447,0.3116,0.03472520698282445,0.7785714285714286,0.9642857142857143,0.9957142857142858,0.008571428571428586,0.425,0.501,0.441,0.0424358339142758,0.8571428571428571,0.9714285714285714,0.9342857142857144,0.020898198340468292
8,921071e6-3bdc-4404-baf0-717fe64589cc,reflexive,2000,1000,500,0.001,0,0,4,attn,-1,0.0,gpt2-medium,0.5014915242791176,0.4996345788240433,0.9384384384384384,0.4804804804804805,0.936,0.491,0.5965965965965966,0.603,1182720.0,4194304,0.701,0.702,0.6866,0.07020997080187402,1.0,1.0,0.9971428571428571,0.0034992710611188135,0.567,0.581,0.5636,0.0054626001134990285,1.0,0.9928571428571429,0.9885714285714287,0.009689042833036109
9,b85830d8-2f12-48f8-abee-36fdd987a016,reflexive,2000,1000,500,0.001,0,0,4,mlp,-1,0.0,gpt2-medium,0.2904050350189209,0.2859451323747635,0.9964964964964965,0.4804804804804805,0.999,0.491,0.6011011011011012,0.63,1869824.0,8388608,0.436,0.373,0.45039999999999997,0.06668313130020216,0.9642857142857143,1.0,0.9800000000000001,0.013850513878332369,0.496,0.478,0.508,0.025635912310662944,0.9357142857142857,0.9928571428571429,0.9628571428571429,0.019897697538834466
10,cdeed42f-fb38-4469-af94-f1bf40276c26,reflexive,2000,1000,500,0.001,0,0,5,attn,-1,0.0,gpt2-medium,0.48067134618759155,0.4804476797580719,0.9384384384384384,0.4804804804804805,0.936,0.491,0.5855855855855856,0.608,1256448.0,4194304,0.481,0.612,0.5626,0.054642840336131863,0.9714285714285714,0.9857142857142858,0.9928571428571429,0.0,0.503,0.552,0.5332000000000001,0.016129476122924778,0.9714285714285714,0.9714285714285714,0.9771428571428571,0.002857142857142847
11,a7086f01-e710-47a1-bd5f-49f2231d47be,reflexive,2000,1000,500,0.001,0,0,5,mlp,-1,0.0,gpt2-medium,0.30700789391994476,0.30281344056129456,1.0,0.4804804804804805,1.0,0.491,0.5940940940940941,0.632,1888256.0,8388608,0.524,0.666,0.4766,0.040814703233026224,0.9928571428571429,1.0,0.9914285714285714,0.005345224838248469,0.507,0.531,0.5120000000000001,0.009295160030897809,0.6785714285714286,0.95,0.8928571428571429,0.06468132241526728
12,b53f474d-57b2-4c06-a95f-753c2079f37e,reflexive,2000,1000,500,0.001,0,0,6,attn,-1,0.0,gpt2-medium,0.45953361690044403,0.4534735530614853,0.9434434434434434,0.4804804804804805,0.94,0.491,0.6136136136136137,0.626,1115136.0,4194304,0.668,0.672,0.6658,0.05574369919551447,0.9785714285714285,0.9857142857142858,0.99,0.007284313590846844,0.515,0.526,0.5336000000000001,0.01620617166390633,0.8642857142857143,0.95,0.9428571428571428,0.012777531299998802
