,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,model path,train loss,test loss,train acc,test acc
0,c6787c9b-5285-423e-9904-149e65d1f5a8,4000,8300,500,0.1,0,0,0,attn,2,../Model/Algorithmic_Train/Grokking/a2_b/568e7cac-54d6-4f6e-a4fc-2065f0a8debe_499,0.028300767531618476,0.06668789071195266,1.0,0.9953011870384216
1,46ee9176-9c31-4b9b-ad44-6952c4a2a756,4000,8300,500,0.1,0,0,0,mlp,2,../Model/Algorithmic_Train/Grokking/a2_b/568e7cac-54d6-4f6e-a4fc-2065f0a8debe_499,1.4538497924804688,1.767371331944185,0.7269999980926514,0.5704819560050964
