,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc Same, ablated acc Same, vanilla acc Different, ablated acc Different,c_attn vanilla acc Same,c_attn ablated acc Same,c_attn vanilla acc Different,c_attn ablated acc Different,c_proj vanilla acc Same,c_proj ablated acc Same,c_proj vanilla acc Different,c_proj ablated acc Different,c_fc vanilla acc Same,c_fc ablated acc Same,c_fc vanilla acc Different,c_fc ablated acc Different
0,d043e880-2b39-4585-a68b-34572f7e3c19,multitask,6000,6385,500,0.001,0,0,0,attn,3,0.0,../Model/Algorithmic_Train/Shared_Nodes/af7c3c7a-f3c7-492d-9242-146d702e5703_40000,3.13469789425532,3.140284611628606,0.8581477139507621,0.03935689164294088,0.8596711041503524,0.03273296789350039,0.35002512142019765,0.34815974941268596,32128.0,65536,1.0,0.021143304620203602,1.0,0.022709475332811275,1.0,0.01644479248238058,1.0,0.025215348472983554,1.0,0.033046202036021925,1.0,0.03382928739232576,,,,
1,ca8c6a31-fd70-42b5-ab19-be0903d62e50,multitask,6000,6385,500,0.001,0,0,0,mlp,3,0.0,../Model/Algorithmic_Train/Shared_Nodes/af7c3c7a-f3c7-492d-9242-146d702e5703_40000,2.657007396221161,2.662709144445566,0.9015240328253223,0.03935689164294088,0.8955364134690681,0.03273296789350039,0.13046390889298276,0.12341425215348473,33024.0,131072,1.0,0.822866092404072,1.0,0.8286609240407204,,,,,1.0,1.0,1.0,1.0,1.0,0.80407204385278,1.0,0.8028191072826938
