,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,model path,train loss,test loss,train acc,test acc
0,55d7bf23-5e1a-4d5c-9ea2-1474fafb3e6a,7500,5108,500,0.1,0,0,0,attn,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2/f6c7629b-046c-4eae-9f70-4ee6bfc6c08c_final,4.554033851623535,5.175642056898638,0.0281333327293396,0.0
1,f111d763-c893-4ac4-b868-9536db5dafff,7500,5108,500,0.1,0,0,0,mlp,2,../Model/Algorithmic_Train/Disambiguation/a2_minus_b2/f6c7629b-046c-4eae-9f70-4ee6bfc6c08c_final,4.469442907969157,5.393922935832631,0.024666666984558105,0.008809709921479225
