,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc IID, ablated acc IID,random ablate acc mean IID,random ablate acc std IID, vanilla acc Gen, ablated acc Gen,random ablate acc mean Gen,random ablate acc std Gen
0,eaaec3c3-011f-495f-8688-f24aedf7209f,agreement,2000,1000,500,0.001,0,0,0,attn,-1,0.0,gpt2-medium,0.6209069490432739,0.6205056011676788,0.8538538538538538,0.497997997997998,0.848,0.504,0.5655655655655656,0.574,828416.0,4194304,0.47,0.517,0.5075999999999999,0.004758150901348132,0.65,0.85,0.85,0.06324555320336755
1,d197e5fa-dcb2-4829-973d-7a010c58fda6,agreement,2000,1000,500,0.001,0,0,0,mlp,-1,0.0,gpt2-medium,0.31072770059108734,0.31120559573173523,1.0,0.497997997997998,1.0,0.504,0.6206206206206206,0.611,1777664.0,8388608,0.483,0.475,0.5078,0.016240689640529445,0.4,0.35,0.4600000000000001,0.04898979485566357
2,491abbe6-d30e-4847-ac3c-c11ec126b655,agreement,2000,1000,500,0.001,0,0,1,attn,-1,0.0,gpt2-medium,0.6697752475738525,0.6703989505767822,0.6501501501501501,0.497997997997998,0.641,0.504,0.5335335335335335,0.533,552960.0,4194304,0.609,0.594,0.6536000000000001,0.021694238866574712,1.0,1.0,1.0,0.0
3,d0fc7108-502a-4aa8-8ea1-9b317fb8f4b8,agreement,2000,1000,500,0.001,0,0,1,mlp,-1,0.0,gpt2-medium,0.36196745932102203,0.3648201823234558,1.0,0.497997997997998,1.0,0.504,0.5105105105105106,0.502,1659904.0,8388608,0.56,0.581,0.6194,0.031302396074422194,1.0,1.0,1.0,0.0
4,0507f67c-2279-4393-a3bd-00b8dd6b9ad7,agreement,2000,1000,500,0.001,0,0,2,attn,-1,0.0,gpt2-medium,0.6791281700134277,0.6787291467189789,0.7707707707707707,0.497997997997998,0.762,0.504,0.5325325325325325,0.529,312320.0,4194304,0.719,0.726,0.7257999999999999,0.025039169315294808,1.0,1.0,1.0,0.0
5,a36c647b-dd6d-4ad3-98d2-e9f139a6f91b,agreement,2000,1000,500,0.001,0,0,2,mlp,-1,0.0,gpt2-medium,0.364635169506073,0.36840516328811646,1.0,0.497997997997998,1.0,0.504,0.3908908908908909,0.389,1606656.0,8388608,0.535,0.6,0.608,0.019909796583591724,0.95,1.0,1.0,0.0
6,dfa060ec-5138-4338-b500-b5593a466b0e,agreement,2000,1000,500,0.001,0,0,3,attn,-1,0.0,gpt2-medium,0.67414690554142,0.6750420033931732,0.7622622622622622,0.497997997997998,0.745,0.504,0.54004004004004,0.53,433152.0,4194304,0.535,0.634,0.5706,0.029662097026339845,1.0,1.0,1.0,0.0
7,7a0961e7-5804-47d8-83f2-085409d11416,agreement,2000,1000,500,0.001,0,0,3,mlp,-1,0.0,gpt2-medium,0.3291824012994766,0.331630140542984,1.0,0.497997997997998,1.0,0.504,0.5415415415415415,0.529,1542144.0,8388608,0.507,0.539,0.536,0.03477355316903924,1.0,1.0,1.0,0.0
8,aea136b7-7bf1-44de-98a7-aeddd70954d9,agreement,2000,1000,500,0.001,0,0,4,attn,-1,0.0,gpt2-medium,0.6028335690498352,0.6037628054618835,0.9784784784784785,0.497997997997998,0.975,0.504,0.5545545545545546,0.565,825344.0,4194304,0.752,0.712,0.7568,0.032114794098670504,1.0,1.0,1.0,0.0
9,2b4c00ef-08de-4b74-b249-99cfc0115e79,agreement,2000,1000,500,0.001,0,0,4,mlp,-1,0.0,gpt2-medium,0.35699512809515,0.35993191599845886,1.0,0.497997997997998,1.0,0.504,0.5005005005005005,0.482,1577984.0,8388608,0.499,0.508,0.5372000000000001,0.023370066324253324,1.0,1.0,1.0,0.0
10,13e668a9-0ba4-4ea0-9f40-8f0c29e85b9c,agreement,2000,1000,500,0.001,0,0,5,attn,-1,0.0,gpt2-medium,0.5558829754590988,0.5599866211414337,0.998998998998999,0.497997997997998,0.992,0.504,0.536036036036036,0.546,1040384.0,4194304,0.591,0.636,0.6135999999999999,0.014093970341958308,1.0,1.0,1.0,0.0
11,8e35ea0c-dede-4515-b5e6-6d6896f9812d,agreement,2000,1000,500,0.001,0,0,5,mlp,-1,0.0,gpt2-medium,0.3815077468752861,0.3828982412815094,1.0,0.497997997997998,1.0,0.504,0.5380380380380381,0.513,1573888.0,8388608,0.476,0.557,0.5346,0.03201624587611732,0.95,1.0,1.0,0.0
12,0be9e671-3e31-4e29-afb1-32ada738ce24,agreement,2000,1000,500,0.001,0,0,6,attn,-1,0.0,gpt2-medium,0.5096569061279297,0.5139478147029877,1.0,0.497997997997998,1.0,0.504,0.5890890890890891,0.572,899072.0,4194304,0.569,0.603,0.5986,0.022159422375143286,1.0,1.0,1.0,0.0
13,d8eb6fd3-136c-4208-b1a2-7e8dd3f3b6ee,agreement,2000,1000,500,0.001,0,0,6,mlp,-1,0.0,gpt2-medium,0.37180188298225403,0.3735373914241791,1.0,0.497997997997998,1.0,0.504,0.477977977977978,0.461,1625088.0,8388608,0.51,0.549,0.546,0.03870917203971172,1.0,1.0,0.99,0.020000000000000018
14,96b5f00e-9090-464b-9639-e689d5f19e75,agreement,2000,1000,500,0.001,0,0,7,attn,-1,0.0,gpt2-medium,0.5160918235778809,0.5166865587234497,1.0,0.497997997997998,0.999,0.504,0.6151151151151151,0.603,953344.0,4194304,0.557,0.574,0.6222,0.03770092837053224,1.0,1.0,1.0,0.0
15,3493a733-3a70-4a6f-ace2-c6b5e87b162b,agreement,2000,1000,500,0.001,0,0,7,mlp,-1,0.0,gpt2-medium,0.32038336247205734,0.32228344678878784,1.0,0.497997997997998,1.0,0.504,0.527027027027027,0.532,1484800.0,8388608,0.534,0.583,0.6128,0.025949181104612938,1.0,1.0,1.0,0.0
16,288de3b8-6fb9-4699-8b42-55b028009ceb,agreement,2000,1000,500,0.001,0,0,8,attn,-1,0.0,gpt2-medium,0.500386618077755,0.504822164773941,0.9944944944944945,0.497997997997998,0.992,0.504,0.6391391391391391,0.635,1061888.0,4194304,0.668,0.708,0.688,0.03570994259306502,1.0,1.0,1.0,0.0
17,880d0aa1-23a6-405e-9c15-3256fb80d6c1,agreement,2000,1000,500,0.001,0,0,8,mlp,-1,0.0,gpt2-medium,0.3675468638539314,0.3688312768936157,1.0,0.497997997997998,1.0,0.504,0.5930930930930931,0.572,1586176.0,8388608,0.539,0.556,0.5902,0.019762590923257016,0.95,0.95,1.0,0.0
18,479122de-e3f1-41b0-80b1-88b1f3d9399b,agreement,2000,1000,500,0.001,0,0,9,attn,-1,0.0,gpt2-medium,0.457305371761322,0.45786118507385254,0.9994994994994995,0.497997997997998,1.0,0.504,0.6076076076076076,0.619,1042432.0,4194304,0.555,0.604,0.6064,0.020538743875904406,1.0,1.0,1.0,0.0
19,4b117503-f2bb-422e-bad5-3f6dd8562830,agreement,2000,1000,500,0.001,0,0,9,mlp,-1,0.0,gpt2-medium,0.30152084678411484,0.30196334421634674,1.0,0.497997997997998,1.0,0.504,0.6166166166166166,0.628,1410048.0,8388608,0.561,0.696,0.594,0.03140063693621514,1.0,1.0,1.0,0.0
20,aa79b50e-ddee-4566-a9be-fa48a86f2f59,agreement,2000,1000,500,0.001,0,0,10,attn,-1,0.0,gpt2-medium,0.40072163194417953,0.4022509455680847,1.0,0.497997997997998,1.0,0.504,0.6151151151151151,0.632,1032192.0,4194304,0.614,0.671,0.7302,0.04382875768259923,1.0,1.0,1.0,0.0
