,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,model path,train loss,test loss,train acc,test acc
0,77c7491d-5b7f-4424-9b0b-0a45b8593853,4000,8300,500,0.1,0,0,0,attn,2,../Model/Algorithmic_Train/Grokking/a2_b/568e7cac-54d6-4f6e-a4fc-2065f0a8debe_4999,0.05312785226851702,0.06621406665619682,1.0,1.0
1,7079a425-aff2-4470-87b9-05d45f4925a5,4000,8300,500,0.1,0,0,0,mlp,2,../Model/Algorithmic_Train/Grokking/a2_b/568e7cac-54d6-4f6e-a4fc-2065f0a8debe_4999,2.827439457178116,3.057581803377937,0.33274999260902405,0.25012049078941345
