step,loss,accuracy
0,6.979644298553467,0.16
10,7.282895565032959,0.17
20,6.731529235839844,0.16
30,6.760098457336426,0.18
40,5.976105213165283,0.17
50,5.8229217529296875,0.23
60,5.003369331359863,0.27
70,4.955177307128906,0.27
80,4.346039772033691,0.34
90,4.519453048706055,0.34
100,3.9828169345855713,0.41
110,4.279854774475098,0.36
120,3.746379852294922,0.45
130,4.108473777770996,0.41
140,3.544588565826416,0.47
150,3.9526259899139404,0.42
160,3.3672828674316406,0.48
170,3.8022782802581787,0.41
180,3.203514575958252,0.51
190,3.676588296890259,0.42
200,3.069021463394165,0.5
210,3.5828239917755127,0.44
220,2.95639967918396,0.53
230,3.494722604751587,0.45
240,2.860520601272583,0.54
250,3.416926145553589,0.45
260,2.7858164310455322,0.53
270,3.335904121398926,0.45
280,2.6995038986206055,0.55
290,3.252591371536255,0.45
300,2.6184637546539307,0.55
310,3.193751335144043,0.45
320,2.5324764251708984,0.55
330,3.1071183681488037,0.46
340,2.4515984058380127,0.56
350,3.0240700244903564,0.47
360,2.3764023780822754,0.55
370,2.92661190032959,0.48
380,2.292309284210205,0.57
390,2.834368944168091,0.48
400,2.1857826709747314,0.57
410,2.7547707557678223,0.48
420,2.0956509113311768,0.57
430,2.6540775299072266,0.48
440,1.9930304288864136,0.58
450,2.547302007675171,0.48
460,1.8993113040924072,0.58
470,2.441293954849243,0.48
480,1.8019284009933472,0.58
490,2.3300845623016357,0.48
500,1.6835966110229492,0.58
510,2.237828493118286,0.48
520,1.5623810291290283,0.59
530,2.113438367843628,0.48
540,1.4454684257507324,0.59
550,1.9957927465438843,0.48
560,1.3349080085754395,0.59
570,1.875510811805725,0.48
580,1.2241079807281494,0.59
590,1.7525827884674072,0.48
600,1.1028990745544434,0.59
610,1.6467773914337158,0.48
620,0.9766678810119629,0.59
630,1.5332220792770386,0.48
640,0.8682854175567627,0.59
650,1.4222906827926636,0.48
660,0.7629625797271729,0.59
670,1.3048348426818848,0.49
680,0.6496975421905518,0.59
690,1.181871771812439,0.49
700,0.5282673239707947,0.59
710,1.0911449193954468,0.5
720,0.41713494062423706,0.59
730,0.9698346257209778,0.51
740,0.3026578426361084,0.6
750,0.84967440366745,0.52
760,0.20463280379772186,0.6
770,0.7409342527389526,0.52
780,0.09045384079217911,0.61
790,0.6183874011039734,0.52
800,-0.017462510615587234,0.61
810,0.5352599620819092,0.52
820,-0.13188520073890686,0.62
830,0.4138551950454712,0.52
840,-0.22488705813884735,0.62
850,0.3059465289115906,0.52
860,-0.3384508788585663,0.62
870,0.17994219064712524,0.53
880,-0.45613306760787964,0.63
890,0.08926865458488464,0.53
900,-0.5647566318511963,0.63
910,-0.01683889701962471,0.53
920,-0.6844552159309387,0.64
930,-0.13646793365478516,0.54
940,-0.7702839374542236,0.63
950,-0.24567387998104095,0.55
960,-0.8819977641105652,0.64
970,-0.3604990839958191,0.55
980,-0.9873926043510437,0.64
