,model_id,data_seed,model_seed,target_layer,residual_location,target_position,model path,Train Pre Erasure Probe Acc,Train Post Erasure Probe Acc,Test Pre Erasure Probe Acc,Test Post Erasure Probe Acc,train acc,test acc
0,e32eb1b6-fd04-442b-967f-4bdb9d331e27,0,0,0,resid_mid,2,../Model/Algorithmic_Train/Disambiguation/model_LR_0.001_Seed_0_final,0.025584128,0.021015532,0.04541895,0.018010963,0.9407388,0.35395458
1,04f1067d-023e-4805-8903-64b53337f9cc,0,0,0,resid_post,2,../Model/Algorithmic_Train/Disambiguation/model_LR_0.001_Seed_0_final,0.028064221,0.016577471,0.036217697,0.020751761,0.99073225,0.993148
