,model_id,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,model path,train loss,test loss,train acc,test acc
0,6e44ee12-a461-432f-b4b1-6a55e080de6f,4000,8300,500,0.1,0,0,0,attn,2,../Model/Algorithmic_Train/Grokking/a2_b/568e7cac-54d6-4f6e-a4fc-2065f0a8debe_8999,0.0638037659227848,0.07309236421304591,1.0,1.0
1,04b943c6-f103-4e36-b825-56ffbc6302a4,4000,8300,500,0.1,0,0,0,mlp,2,../Model/Algorithmic_Train/Grokking/a2_b/568e7cac-54d6-4f6e-a4fc-2065f0a8debe_8999,2.9490037858486176,3.2878233825459198,0.320250004529953,0.19361445307731628
