,model_id,data_seed,model_seed,target_layer,residual_location,target_position,model path,Same Train Pre Erasure Probe Acc,Same Train Post Erasure Probe Acc,Same Test Pre Erasure Probe Acc,Same Test Post Erasure Probe Acc,Same train acc,Same test acc,Diff train acc,Diff test acc
0,41175936-5aba-44cd-99d7-6d10f100770c,0,0,0,resid_mid,4,../Model/Algorithmic_Train/Shared_Nodes/model_LR_0.001_Seed_0_10000,0.9903407,0.048427097,0.99236494,0.04972592,0.042031065,0.03660924,0.055475786,0.044635866
1,730be3b4-89ba-423e-a973-1915e2de58ee,0,0,0,resid_post,4,../Model/Algorithmic_Train/Shared_Nodes/model_LR_0.001_Seed_0_10000,0.19370839,0.0693121,0.19518402,0.06166797,0.9887743,0.97317934,0.9904712,0.9629992
